,3FGL,CLASS1-3FGL,4FGLDR1,CLASS1-4FGLDR1,4FGLDR1-3FGL,4FGLDR2,CLASS1-4FGLDR2,4FGLDR2-3FGL,4FGLDR3,CLASS1-4FGLDR3,4FGLDR3-3FGL,4FGLDR4,CLASS1-4FGLDR4,4FGLDR4-3FGL,status
2461,J1832.4-5659,bll,J1832.6-5658,bll,J1832.4-5659,J1832.6-5658,bll,J1832.4-5659,J1832.6-5658,bll,J1832.4-5659,J1832.6-5658,bll,J1832.4-5659,2
2462,J1833.5-1033,PSR,J1833.5-1033,PSR,J1833.5-1033,J1833.5-1033,PSR,J1833.5-1033,J1833.5-1033,PSR,J1833.5-1033,J1833.5-1033,PSR,J1833.5-1033,2
2463,J1833.6-2103,fsrq,J1833.6-2103,FSRQ,J1833.6-2103,J1833.6-2103,FSRQ,J1833.6-2103,J1833.6-2103,FSRQ,J1833.6-2103,J1833.6-2103,FSRQ,J1833.6-2103,3
2464,J1833.9-0711,spp,J1834.1-0706e,SNR,J1833.9-0711,J1834.1-0706e,SNR,J1833.9-0711,J1834.1-0706e,SNR,J1833.9-0711,J1834.1-0706e,SNR,J1833.9-0711,3
2468,J1835.4+1349,bcu,J1835.5+1349,bll,J1835.4+1349,J1835.5+1349,bll,J1835.4+1349,J1835.5+1349,bll,J1835.4+1349,J1835.5+1349,bll,J1835.4+1349,3
2469,J1835.7-3258,glc,J1835.7-3258,glc,J1835.7-3258,J1835.7-3258,glc,J1835.7-3258,J1835.7-3258,glc,J1835.7-3258,J1835.7-3258,MSP,J1835.7-3258,3
2470,J1836.2+5925,PSR,J1836.2+5925,PSR,J1836.2+5925,J1836.2+5925,PSR,J1836.2+5925,J1836.2+5925,PSR,J1836.2+5925,J1836.2+5925,PSR,J1836.2+5925,2
2471,J1836.3+3137,bll,J1836.4+3137,bll,J1836.3+3137,J1836.4+3137,bll,J1836.3+3137,J1836.4+3137,bll,J1836.3+3137,J1836.4+3137,bll,J1836.3+3137,2
2475,J1837.9-0607,PSR,J1837.8-0604,PSR,J1837.9-0607,J1837.8-0604,PSR,J1837.9-0607,J1837.8-0604,PSR,J1837.9-0607,J1837.8-0604,PSR,J1837.9-0607,2
2478,J1838.8+4802,bll,J1838.8+4802,bll,J1838.8+4802,J1838.8+4802,bll,J1838.8+4802,J1838.8+4802,bll,J1838.8+4802,J1838.8+4802,bll,J1838.8+4802,2
2480,J1838.9-0537,PSR,J1838.9-0537,PSR,J1838.9-0537,J1838.9-0537,PSR,J1838.9-0537,J1838.9-0537,PSR,J1838.9-0537,J1838.9-0537,PSR,J1838.9-0537,2
2483,J1840.1-0412,spp,J1840.0-0411,spp,J1840.1-0412,J1840.0-0411,spp,J1840.1-0412,J1840.0-0411,spp,J1840.1-0412,J1840.0-0411,spp,J1840.1-0412,2
2485,J1840.9-0532e,PWN,J1840.9-0532e,PWN,J1840.9-0532e,J1840.9-0532e,PWN,J1840.9-0532e,J1840.9-0532e,PWN,J1840.9-0532e,J1840.9-0532e,PWN,J1840.9-0532e,2
2486,J1841.2+2910,bcu,J1841.3+2909,bll,J1841.2+2910,J1841.3+2909,bll,J1841.2+2910,J1841.3+2909,bll,J1841.2+2910,J1841.3+2909,bll,J1841.2+2910,3
2487,J1841.7+3218,bll,J1841.8+3218,bll,J1841.7+3218,J1841.8+3218,bll,J1841.7+3218,J1841.8+3218,bll,J1841.7+3218,J1841.8+3218,bll,J1841.7+3218,2
2489,J1842.3-5841,bcu,J1842.4-5840,bcu,J1842.3-5841,J1842.4-5840,bll,J1842.3-5841,J1842.4-5840,bll,J1842.3-5841,J1842.4-5840,bll,J1842.3-5841,3
2490,J1842.8+6810,fsrq,J1842.3+6810,fsrq,J1842.8+6810,J1842.3+6810,fsrq,J1842.8+6810,J1842.3+6810,fsrq,J1842.8+6810,J1842.3+6810,fsrq,J1842.8+6810,2
2492,J1843.6-1114,PSR,J1843.7-1114,PSR,J1843.6-1114,J1843.7-1114,PSR,J1843.6-1114,J1843.7-1114,MSP,J1843.6-1114,J1843.7-1114,MSP,J1843.6-1114,3
2494,J1844.1+5709,bll,J1844.9+5709,bll,J1844.1+5709,J1844.9+5709,bll,J1844.1+5709,J1844.9+5709,bll,J1844.1+5709,J1844.9+5709,bll,J1844.1+5709,2
2495,J1844.3+1547,bcu,J1844.4+1547,bll,J1844.3+1547,J1844.4+1547,bll,J1844.3+1547,J1844.4+1547,bll,J1844.3+1547,J1844.4+1547,bll,J1844.3+1547,3
2499,J1846.3+0919,PSR,J1846.3+0919,PSR,J1846.3+0919,J1846.3+0919,PSR,J1846.3+0919,J1846.3+0919,PSR,J1846.3+0919,J1846.3+0919,PSR,J1846.3+0919,2
2500,J1848.1-4230,bcu,J1848.1-4230,bcu,J1848.1-4230,J1848.1-4230,bcu,J1848.1-4230,J1848.1-4230,bcu,J1848.1-4230,J1848.1-4230,bcu,J1848.1-4230,2
2501,J1848.4+3216,FSRQ,J1848.4+3217,FSRQ,J1848.4+3216,J1848.4+3217,FSRQ,J1848.4+3216,J1848.4+3217,FSRQ,J1848.4+3216,J1848.4+3217,FSRQ,J1848.4+3216,2
2504,J1848.9+4247,bll,J1848.9+4247,bll,J1848.9+4247,J1848.9+4247,bll,J1848.9+4247,J1848.9+4247,bll,J1848.9+4247,J1848.9+4247,bll,J1848.9+4247,2
2505,J1849.2+6705,FSRQ,J1849.2+6705,FSRQ,J1849.2+6705,J1849.2+6705,FSRQ,J1849.2+6705,J1849.2+6705,FSRQ,J1849.2+6705,J1849.2+6705,FSRQ,J1849.2+6705,2
2506,J1849.3-1645,bcu,J1849.2-1647,bcu,J1849.3-1645,J1849.2-1647,bcu,J1849.3-1645,J1849.2-1647,bll,J1849.3-1645,J1849.2-1647,bll,J1849.3-1645,3
2507,J1849.4-0057,snr,J1849.4-0056,snr,J1849.4-0057,J1849.4-0056,snr,J1849.4-0057,J1849.4-0056,snr,J1849.4-0057,J1849.4-0056,snr,J1849.4-0057,2
2508,J1849.4-4312,bll,J1849.4-4313,bll,J1849.4-4312,J1849.4-4313,bll,J1849.4-4312,J1849.4-4313,bll,J1849.4-4312,J1849.4-4313,bll,J1849.4-4312,2
2509,J1849.5+2751,bll,J1849.4+2745,bll,J1849.5+2751,J1849.4+2745,bll,J1849.5+2751,J1849.4+2745,bll,J1849.5+2751,J1849.4+2745,bll,J1849.5+2751,2
2513,J1852.4+4856,fsrq,J1852.4+4856,fsrq,J1852.4+4856,J1852.4+4856,fsrq,J1852.4+4856,J1852.4+4856,fsrq,J1852.4+4856,J1852.4+4856,fsrq,J1852.4+4856,2
2516,J1855.1-6008,bcu,J1854.6-6007,bll,J1855.1-6008,J1854.6-6007,bll,J1855.1-6008,J1854.6-6007,bll,J1855.1-6008,J1854.6-6007,bll,J1855.1-6008,3
2517,J1855.1-2243,glc,J1855.1-2243,glc,J1855.1-2243,J1855.1-2243,glc,J1855.1-2243,J1855.1-2243,glc,J1855.1-2243,J1855.1-2243,glc,J1855.1-2243,2
2535,J1855.9+0121e,SNR,J1855.9+0121e,SNR,J1855.9+0121e,J1855.9+0121e,SNR,J1855.9+0121e,J1855.9+0121e,SNR,J1855.9+0121e,J1855.9+0121e,SNR,J1855.9+0121e,2
2545,J1858.2-2215,PSR,J1858.3-2216,PSR,J1858.2-2215,J1858.3-2216,PSR,J1858.2-2215,J1858.3-2216,MSP,J1858.2-2215,J1858.3-2216,MSP,J1858.2-2215,3
2546,J1858.4-2509,bcu,J1858.3-2511,bcu,J1858.4-2509,J1858.3-2511,bcu,J1858.4-2509,J1858.3-2511,bcu,J1858.4-2509,J1858.3-2511,bcu,J1858.4-2509,2
2552,J1902.0-5107,PSR,J1902.0-5105,PSR,J1902.0-5107,J1902.0-5105,PSR,J1902.0-5107,J1902.0-5105,MSP,J1902.0-5107,J1902.0-5105,MSP,J1902.0-5107,3
2555,J1902.9-6745,fsrq,J1902.9-6748,fsrq,J1902.9-6745,J1902.9-6748,fsrq,J1902.9-6745,J1902.9-6748,fsrq,J1902.9-6745,J1902.9-6748,fsrq,J1902.9-6745,2
2556,J1903.2+5541,bll,J1903.2+5540,bll,J1903.2+5541,J1903.2+5540,bll,J1903.2+5541,J1903.2+5540,bll,J1903.2+5541,J1903.2+5540,bll,J1903.2+5541,2
2557,J1903.6-7052,PSR,J1903.4-7053,PSR,J1903.6-7052,J1903.4-7053,PSR,J1903.6-7052,J1903.4-7053,MSP,J1903.6-7052,J1903.4-7053,MSP,J1903.6-7052,3
2559,J1904.5+3627,bcu,J1904.1+3627,bll,J1904.5+3627,J1904.1+3627,bll,J1904.5+3627,J1904.1+3627,bll,J1904.5+3627,J1904.1+3627,bll,J1904.5+3627,3
2563,J1907.9+0602,PSR,J1907.9+0602,PSR,J1907.9+0602,J1907.9+0602,PSR,J1907.9+0602,J1907.9+0602,PSR,J1907.9+0602,J1907.9+0602,PSR,J1907.9+0602,2
2566,J1910.7-6000,glc,J1910.8-6001,glc,J1910.7-6000,J1910.8-6001,glc,J1910.7-6000,J1910.8-6001,glc,J1910.7-6000,J1910.8-6001,glc,J1910.7-6000,2
2567,J1910.8+2855,bcu,J1910.8+2856,unk,J1910.8+2855,J1910.8+2856,unk,J1910.8+2855,J1910.8+2856,unk,J1910.8+2855,J1910.8+2856,unk,J1910.8+2855,3
2568,J1910.9+0906,snr,J1911.0+0905,snr,J1910.9+0906,J1911.0+0905,snr,J1910.9+0906,J1911.0+0905,snr,J1910.9+0906,J1911.0+0905,snr,J1910.9+0906,2
2570,J1911.2-2006,fsrq,J1911.2-2006,fsrq,J1911.2-2006,J1911.2-2006,fsrq,J1911.2-2006,J1911.2-2006,fsrq,J1911.2-2006,J1911.2-2006,fsrq,J1911.2-2006,2
2571,J1911.4-1908,bcu,J1911.4-1908,bll,J1911.4-1908,J1911.4-1908,bll,J1911.4-1908,J1911.4-1908,bll,J1911.4-1908,J1911.4-1908,bll,J1911.4-1908,3
2573,J1912.0-0804,bcu,J1912.1-0803,bcu,J1912.0-0804,J1912.1-0803,bcu,J1912.0-0804,J1912.1-0803,bcu,J1912.0-0804,J1912.1-0803,bcu,J1912.0-0804,2
2574,J1912.6-1223,bcu,J1912.4-1222,bcu,J1912.6-1223,J1912.4-1222,bcu,J1912.6-1223,J1912.4-1222,bcu,J1912.6-1223,J1912.4-1222,bcu,J1912.6-1223,2
2576,J1912.9-8008,fsrq,J1913.0-8009,fsrq,J1912.9-8008,J1913.0-8009,fsrq,J1912.9-8008,J1913.0-8009,fsrq,J1912.9-8008,J1913.0-8009,fsrq,J1912.9-8008,2
2578,J1913.5-3631,bcu,J1913.4-3629,bcu,J1913.5-3631,J1913.4-3629,bcu,J1913.5-3631,J1913.4-3629,bcu,J1913.5-3631,J1913.4-3629,bcu,J1913.5-3631,2
2579,J1913.9+4441,bcu,J1913.9+4439,bll,J1913.9+4441,J1913.9+4439,bll,J1913.9+4441,J1913.9+4439,bll,J1913.9+4441,J1913.9+4439,bll,J1913.9+4441,3
2581,J1915.9+1112,spp,J1916.3+1108,spp,J1915.9+1112,J1916.3+1108,spp,J1915.9+1112,J1916.3+1108,spp,J1915.9+1112,J1916.3+1108,spp,J1915.9+1112,2
2583,J1917.7-1921,bll,J1917.7-1921,bll,J1917.7-1921,J1917.7-1921,bll,J1917.7-1921,J1917.7-1921,bll,J1917.7-1921,J1917.7-1921,bll,J1917.7-1921,2
2584,J1918.0+3750,bcu,J1918.1+3752,bcu,J1918.0+3750,J1918.1+3752,bcu,J1918.0+3750,J1918.1+3752,bcu,J1918.0+3750,J1918.1+3752,bcu,J1918.0+3750,2
2585,J1918.2-4110,bll,J1918.2-4111,bll,J1918.2-4110,J1918.2-4111,bll,J1918.2-4110,J1918.2-4111,bll,J1918.2-4110,J1918.2-4111,bll,J1918.2-4110,2
2588,J1921.2+0136,psr,J1921.4+0136,PSR,J1921.2+0136,J1921.4+0136,PSR,J1921.2+0136,J1921.4+0136,MSP,J1921.2+0136,J1921.4+0136,MSP,J1921.2+0136,3
2590,J1921.2-1232,bll,J1921.3-1231,bll,J1921.2-1232,J1921.3-1231,bll,J1921.2-1232,J1921.3-1231,bll,J1921.2-1232,J1921.3-1231,bll,J1921.2-1232,2
2592,J1921.9-1607,bll,J1921.8-1607,bll,J1921.9-1607,J1921.8-1607,bll,J1921.9-1607,J1921.8-1607,bll,J1921.9-1607,J1921.8-1607,bll,J1921.9-1607,2
2594,J1923.2+1408e,SNR,J1923.2+1408e,SNR,J1923.2+1408e,J1923.2+1408e,SNR,J1923.2+1408e,J1923.2+1408e,SNR,J1923.2+1408e,J1923.2+1408e,SNR,J1923.2+1408e,2
2596,J1923.5-2104,fsrq,J1923.5-2104,fsrq,J1923.5-2104,J1923.5-2104,fsrq,J1923.5-2104,J1923.5-2104,fsrq,J1923.5-2104,J1923.5-2104,fsrq,J1923.5-2104,2
2598,J1924.8-2914,fsrq,J1924.8-2914,fsrq,J1924.8-2914,J1924.8-2914,fsrq,J1924.8-2914,J1924.8-2914,fsrq,J1924.8-2914,J1924.8-2914,fsrq,J1924.8-2914,2
2599,J1924.9+2817,bcu,J1925.0+2815,bcu,J1924.9+2817,J1925.0+2815,bcu,J1924.9+2817,J1925.0+2815,bcu,J1924.9+2817,J1925.0+2815,bcu,J1924.9+2817,2
2602,J1925.7+1228,bcu,J1925.7+1227,bcu,J1925.7+1228,J1925.7+1227,bcu,J1925.7+1228,J1925.7+1227,bcu,J1925.7+1228,J1925.7+1227,bcu,J1925.7+1228,2
2604,J1926.8+6154,bll,J1926.8+6154,bll,J1926.8+6154,J1926.8+6154,bll,J1926.8+6154,J1926.8+6154,bll,J1926.8+6154,J1926.8+6154,bll,J1926.8+6154,2
2605,J1927.7+6118,bll,J1927.5+6117,bll,J1927.7+6118,J1927.5+6117,bll,J1927.7+6118,J1927.5+6117,bll,J1927.7+6118,J1927.5+6117,bll,J1927.7+6118,2
2609,J1931.1+0937,bll,J1931.1+0937,bll,J1931.1+0937,J1931.1+0937,bll,J1931.1+0937,J1931.1+0937,bll,J1931.1+0937,J1931.1+0937,bll,J1931.1+0937,2
2610,J1932.2+1916,PSR,J1932.3+1916,PSR,J1932.2+1916,J1932.3+1916,PSR,J1932.2+1916,J1932.3+1916,PSR,J1932.2+1916,J1932.3+1916,PSR,J1932.2+1916,2
2611,J1932.6-4537,fsrq,J1933.2-4539,fsrq,J1932.6-4537,J1933.2-4539,fsrq,J1932.6-4537,J1933.2-4539,fsrq,J1932.6-4537,J1933.2-4539,fsrq,J1932.6-4537,2
2612,J1933.4+0727,bcu,J1933.3+0726,bll,J1933.4+0727,J1933.3+0726,bll,J1933.4+0727,J1933.3+0726,bll,J1933.4+0727,J1933.3+0726,bll,J1933.4+0727,3
2615,J1935.5+8355,bcu,J1937.0+8354,bcu,J1935.5+8355,J1937.0+8354,bcu,J1935.5+8355,J1937.0+8354,bcu,J1935.5+8355,J1937.0+8354,bcu,J1935.5+8355,2
2617,J1936.9-4719,bll,J1936.9-4720,bll,J1936.9-4719,J1936.9-4720,bll,J1936.9-4719,J1936.9-4720,bll,J1936.9-4719,J1936.9-4720,bll,J1936.9-4719,2
2618,J1937.0-3956,fsrq,J1937.2-3958,fsrq,J1937.0-3956,J1937.2-3958,fsrq,J1937.0-3956,J1937.2-3958,fsrq,J1937.0-3956,J1937.2-3958,fsrq,J1937.0-3956,2
2619,J1939.6-4925,bcu,J1939.8-4928,bcu,J1939.6-4925,J1939.8-4928,bcu,J1939.6-4925,J1939.8-4928,bcu,J1939.6-4925,J1939.8-4928,bcu,J1939.6-4925,2
2620,J1941.2-6210,bcu,J1941.3-6210,fsrq,J1941.2-6210,J1941.3-6210,bll,J1941.2-6210,J1941.3-6210,bll,J1941.2-6210,J1941.3-6210,bll,J1941.2-6210,3
2621,J1941.8+7218,bcu,J1941.7+7218,bcu,J1941.8+7218,J1941.7+7218,bcu,J1941.8+7218,J1941.7+7218,bcu,J1941.8+7218,J1941.7+7218,bcu,J1941.8+7218,2
2622,J1942.7+1033,bcu,J1942.7+1033,bll,J1942.7+1033,J1942.7+1033,bll,J1942.7+1033,J1942.7+1033,bll,J1942.7+1033,J1942.7+1033,bll,J1942.7+1033,3
2623,J1943.2-3510,bll,J1942.8-3512,bll,J1943.2-3510,J1942.8-3512,bll,J1943.2-3510,J1942.8-3512,bll,J1943.2-3510,J1942.8-3512,bll,J1943.2-3510,2
2627,J1944.1-4523,bcu,J1944.4-4523,bcu,J1944.1-4523,J1944.4-4523,bcu,J1944.1-4523,J1944.4-4523,bll,J1944.1-4523,J1944.4-4523,bll,J1944.1-4523,3
2630,J1945.9-3115,bll,J1946.0-3112,bll,J1945.9-3115,J1946.0-3112,bll,J1945.9-3115,J1946.0-3112,bll,J1945.9-3115,J1946.0-3112,bll,J1945.9-3115,2
2635,J1949.0+1312,bcu,J1949.0+1314,bcu,J1949.0+1312,J1949.0+1314,bcu,J1949.0+1312,J1949.0+1314,bcu,J1949.0+1312,J1949.0+1314,bcu,J1949.0+1312,2
2645,J1952.9+3253,PSR,J1952.9+3252,PSR,J1952.9+3253,J1952.9+3252,PSR,J1952.9+3253,J1952.9+3252,PSR,J1952.9+3253,J1952.9+3252,PSR,J1952.9+3253,2
2648,J1954.2+2836,PSR,J1954.3+2836,PSR,J1954.2+2836,J1954.3+2836,PSR,J1954.2+2836,J1954.3+2836,PSR,J1954.2+2836,J1954.3+2836,PSR,J1954.2+2836,2
2649,J1954.8-1122,fsrq,J1954.6-1122,bll,J1954.8-1122,J1954.6-1122,bll,J1954.8-1122,J1954.6-1122,bll,J1954.8-1122,J1954.6-1122,bll,J1954.8-1122,3
2650,J1954.9-5640,bcu,J1954.9-5640,bcu,J1954.9-5640,J1954.9-5640,bll,J1954.9-5640,J1954.9-5640,bll,J1954.9-5640,J1954.9-5640,bll,J1954.9-5640,3
2651,J1955.0-1605,bcu,J1955.1-1604,bll,J1955.0-1605,J1955.1-1604,bll,J1955.0-1605,J1955.1-1604,bll,J1955.0-1605,J1955.1-1604,bll,J1955.0-1605,3
2652,J1955.1+1357,fsrq,J1955.2+1358,fsrq,J1955.1+1357,J1955.2+1358,fsrq,J1955.1+1357,J1955.2+1358,fsrq,J1955.1+1357,J1955.2+1358,fsrq,J1955.1+1357,2
2654,J1955.9+0212,bcu,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2655,J1955.9+0212,bcu,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2656,J1955.9+0212,bcu,J1955.7+0214,bll,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2657,J1955.9+0212,bcu,J1955.7+0214,bll,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2658,J1955.9+0212,bcu,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2659,J1955.9+0212,bcu,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2660,J1955.9+0212,bcu,J1956.1+0234,bcu,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2661,J1955.9+0212,bcu,J1956.1+0234,bcu,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1956.1+0234,bcu,J1955.9+0212,J1955.7+0214,bll,J1955.9+0212,3
2662,J1957.0-3234,fsrq,J1957.1-3231,fsrq,J1957.0-3234,J1957.1-3231,fsrq,J1957.0-3234,J1957.1-3231,fsrq,J1957.0-3234,J1957.1-3231,fsrq,J1957.0-3234,2
2663,J1957.7+5034,PSR,J1957.6+5033,PSR,J1957.7+5034,J1957.6+5033,PSR,J1957.7+5034,J1957.6+5033,PSR,J1957.7+5034,J1957.6+5033,PSR,J1957.7+5034,2
2665,J1958.0-3847,fsrq,J1958.0-3845,fsrq,J1958.0-3847,J1958.0-3845,fsrq,J1958.0-3847,J1958.0-3845,fsrq,J1958.0-3847,J1958.0-3845,fsrq,J1958.0-3847,2
2669,J1958.2-3011,bll,J1958.3-3010,bll,J1958.2-3011,J1958.3-3010,bll,J1958.2-3011,J1958.3-3010,bll,J1958.2-3011,J1958.3-3010,bll,J1958.2-3011,2
2670,J1958.6+2845,PSR,J1958.7+2846,PSR,J1958.6+2845,J1958.7+2846,PSR,J1958.6+2845,J1958.7+2846,PSR,J1958.6+2845,J1958.7+2846,PSR,J1958.6+2845,2
2672,J1959.1-4245,fsrq,J1959.1-4247,fsrq,J1959.1-4245,J1959.1-4247,fsrq,J1959.1-4245,J1959.1-4247,fsrq,J1959.1-4245,J1959.1-4247,fsrq,J1959.1-4245,2
2673,J1959.5+2047,PSR,J1959.5+2048,PSR,J1959.5+2047,J1959.5+2048,PSR,J1959.5+2047,J1959.5+2048,MSP,J1959.5+2047,J1959.5+2048,MSP,J1959.5+2047,3
2674,J1959.8-4725,bcu,J1959.7-4725,bll,J1959.8-4725,J1959.7-4725,bll,J1959.8-4725,J1959.7-4725,bll,J1959.8-4725,J1959.7-4725,bll,J1959.8-4725,3
2675,J2000.0+6509,bll,J2000.0+6508,bll,J2000.0+6509,J2000.0+6508,bll,J2000.0+6509,J2000.0+6508,bll,J2000.0+6509,J2000.0+6508,bll,J2000.0+6509,2
2676,J2000.1+4212,bcu,J2000.0+4214,bcu,J2000.1+4212,J2000.0+4214,bcu,J2000.1+4212,J2000.0+4214,bcu,J2000.1+4212,J2000.0+4214,bcu,J2000.1+4212,2
2677,J2000.4-2926,fsrq,J2000.3-2930,fsrq,J2000.4-2926,J2000.3-2930,fsrq,J2000.4-2926,J2000.3-2930,fsrq,J2000.4-2926,J2000.3-2930,fsrq,J2000.4-2926,2
2678,J2001.0-1750,fsrq,J2000.9-1748,fsrq,J2001.0-1750,J2000.9-1748,fsrq,J2001.0-1750,J2000.9-1748,fsrq,J2001.0-1750,J2000.9-1748,fsrq,J2001.0-1750,2
2679,J2001.1+4352,bll,J2001.2+4353,bll,J2001.1+4352,J2001.2+4353,bll,J2001.1+4352,J2001.2+4353,bll,J2001.1+4352,J2001.2+4353,bll,J2001.1+4352,2
2680,J2001.8+7041,bll,J2001.7+7040,bll,J2001.8+7041,J2001.7+7040,bll,J2001.8+7041,J2001.7+7040,bll,J2001.8+7041,J2001.7+7040,bll,J2001.8+7041,2
2681,J2002.7+6303,bcu,J2002.6+6302,bcu,J2002.7+6303,J2002.6+6302,bll,J2002.7+6303,J2002.6+6302,bll,J2002.7+6303,J2002.6+6302,bll,J2002.7+6303,3
2683,J2004.8+7003,bll,J2005.1+7003,bll,J2004.8+7003,J2005.1+7003,bll,J2004.8+7003,J2005.1+7003,bll,J2004.8+7003,J2005.1+7003,bll,J2004.8+7003,2
2684,J2005.2+7752,bll,J2005.5+7752,bll,J2005.2+7752,J2005.5+7752,bll,J2005.2+7752,J2005.5+7752,bll,J2005.2+7752,J2005.5+7752,bll,J2005.2+7752,2
2686,J2006.0-2311,fsrq,J2005.9-2309,fsrq,J2006.0-2311,J2005.9-2309,fsrq,J2006.0-2311,J2005.9-2309,fsrq,J2006.0-2311,J2005.9-2309,fsrq,J2006.0-2311,2
2689,J2007.3+6605,fsrq,J2007.2+6607,fsrq,J2007.3+6605,J2007.2+6607,fsrq,J2007.3+6605,J2007.2+6607,fsrq,J2007.3+6605,J2007.2+6607,fsrq,J2007.3+6605,2
2690,J2007.7-7728,bcu,J2007.3-7728,bcu,J2007.7-7728,J2007.3-7728,bcu,J2007.7-7728,J2007.3-7728,bcu,J2007.7-7728,J2007.3-7728,bcu,J2007.7-7728,2
2691,J2007.8-4429,nlsy1,J2007.9-4432,nlsy1,J2007.8-4429,J2007.9-4432,nlsy1,J2007.8-4429,J2007.9-4432,nlsy1,J2007.8-4429,J2007.9-4432,nlsy1,J2007.8-4429,2
2693,J2009.3-4849,BLL,J2009.4-4849,BLL,J2009.3-4849,J2009.4-4849,BLL,J2009.3-4849,J2009.4-4849,BLL,J2009.3-4849,J2009.4-4849,BLL,J2009.3-4849,2
2695,J2010.3+7228,bll,J2010.0+7229,bll,J2010.3+7228,J2010.0+7229,bll,J2010.3+7228,J2010.0+7229,bll,J2010.3+7228,J2010.0+7229,bll,J2010.3+7228,2
2697,J2012.0+4629,bll,J2012.0+4629,bll,J2012.0+4629,J2012.0+4629,bll,J2012.0+4629,J2012.0+4629,bll,J2012.0+4629,J2012.0+4629,bll,J2012.0+4629,2
2698,J2012.1-1643,bll,J2012.2-1646,bll,J2012.1-1643,J2012.2-1646,bll,J2012.1-1643,J2012.2-1646,bll,J2012.1-1643,J2012.2-1646,bll,J2012.1-1643,2
2699,J2014.3-0047,bll,J2014.3-0047,bll,J2014.3-0047,J2014.3-0047,bll,J2014.3-0047,J2014.3-0047,bll,J2014.3-0047,J2014.3-0047,bll,J2014.3-0047,2
2701,J2014.5+0648,bcu,J2014.5+0648,bll,J2014.5+0648,J2014.5+0648,bll,J2014.5+0648,J2014.5+0648,bll,J2014.5+0648,J2014.5+0648,bll,J2014.5+0648,3
2703,J2014.9+1623,bcu,J2015.0+1621,bcu,J2014.9+1623,J2015.0+1621,bcu,J2014.9+1623,J2015.0+1621,bcu,J2014.9+1623,J2015.0+1621,bcu,J2014.9+1623,2
2704,J2015.2-0138,bll,J2015.2-0137,bll,J2015.2-0138,J2015.2-0137,bll,J2015.2-0138,J2015.2-0137,bll,J2015.2-0138,J2015.2-0137,bll,J2015.2-0138,2
2706,J2015.6+3709,FSRQ,J2015.5+3710,FSRQ,J2015.6+3709,J2015.5+3710,FSRQ,J2015.6+3709,J2015.5+3710,FSRQ,J2015.6+3709,J2015.5+3710,FSRQ,J2015.6+3709,2
2707,J2016.4-0905,bll,J2016.3-0903,bll,J2016.4-0905,J2016.3-0903,bll,J2016.4-0905,J2016.3-0903,bll,J2016.4-0905,J2016.3-0903,bll,J2016.4-0905,2
2708,J2017.3+0602,PSR,J2017.4+0602,PSR,J2017.3+0602,J2017.4+0602,PSR,J2017.3+0602,J2017.4+0602,MSP,J2017.3+0602,J2017.4+0602,MSP,J2017.3+0602,3
2709,J2017.6-4110,bcu,J2017.5-4113,bcu,J2017.6-4110,J2017.5-4113,bcu,J2017.6-4110,J2017.5-4113,bcu,J2017.6-4110,J2017.5-4113,bcu,J2017.6-4110,2
2710,J2017.6-1616,psr,J2017.7-1612,PSR,J2017.6-1616,J2017.7-1612,PSR,J2017.6-1616,J2017.7-1612,MSP,J2017.6-1616,J2017.7-1612,MSP,J2017.6-1616,3
2712,J2018.5+3851,bcu,J2018.5+3852,bcu,J2018.5+3851,J2018.5+3852,bcu,J2018.5+3851,J2018.5+3852,bcu,J2018.5+3851,J2018.5+3852,bcu,J2018.5+3851,2
2714,J2021.0+4031e,SNR,J2021.0+4031e,SNR,J2021.0+4031e,J2021.0+4031e,SNR,J2021.0+4031e,J2021.0+4031e,SNR,J2021.0+4031e,J2021.0+4031e,SNR,J2021.0+4031e,2
2715,J2021.1+3651,PSR,J2021.1+3651,PSR,J2021.1+3651,J2021.1+3651,PSR,J2021.1+3651,J2021.1+3651,PSR,J2021.1+3651,J2021.1+3651,PSR,J2021.1+3651,2
