,3FGL,4FGLDR1,4FGLDR2,4FGLDR3,4FGLDR4,status
1270,J1047.8-6216,J1047.8-6216,J1047.8-6216,J1047.8-6216,J1047.8-6216,2
1273,J1048.2-5832,J1048.2-5832,J1048.2-5832,J1048.2-5832,J1048.2-5832,2
1274,J1048.4+7144,J1048.4+7143,J1048.4+7143,J1048.4+7143,J1048.4+7143,2
1275,J1048.6+2338,J1048.6+2340,J1048.6+2340,J1048.6+2340,J1048.6+2340,3
1278,J1049.8+1425,J1049.8+1429,J1049.8+1429,J1049.8+1429,J1049.8+1429,2
1282,J1051.4+3941,J1051.4+3942,J1051.4+3942,J1051.4+3942,J1051.4+3942,2
1283,J1051.5-6517,J1051.2-6517,J1051.2-6517,J1051.2-6517,J1051.2-6517,2
1284,J1051.8+0105,J1051.9+0103,J1051.9+0103,J1051.9+0103,J1051.9+0103,2
1286,J1052.8-3741,J1052.9-3743,J1052.9-3743,J1052.9-3743,J1052.9-3743,3
1287,J1053.7+4929,J1053.7+4930,J1053.7+4930,J1053.7+4930,J1053.7+4930,2
1289,J1054.5+2210,J1054.5+2211,J1054.5+2211,J1054.5+2211,J1054.5+2211,2
1291,J1055.8-6025,J1055.7-6028,J1055.7-6028,J1055.7-6028,J1055.7-6028,2
1293,J1057.3-2341,J1057.3-2341,J1057.3-2341,J1057.3-2341,J1057.3-2341,2
1295,J1057.6-2754,J1057.8-2754,J1057.8-2754,J1057.8-2754,J1057.8-2754,2
1297,J1057.9-5227,J1057.9-5227,J1057.9-5227,J1057.9-5227,J1057.9-5227,2
1298,J1058.1+7010,J1056.8+7012,J1056.8+7012,J1056.8+7012,J1056.8+7012,2
1299,J1058.4+8112,J1058.5+8115,J1058.5+8115,J1058.5+8115,J1058.5+8115,2
1300,J1058.5+0133,J1058.4+0133,J1058.4+0133,J1058.4+0133,J1058.4+0133,2
1301,J1058.5-8003,J1058.6-8003,J1058.6-8003,J1058.6-8003,J1058.6-8003,2
1303,J1058.6+5627,J1058.6+5627,J1058.6+5627,J1058.6+5627,J1058.6+5627,2
1304,J1059.2-1133,J1059.2-1134,J1059.2-1134,J1059.2-1134,J1059.2-1134,2
1306,J1059.9+2056,J1059.5+2057,J1059.5+2057,J1059.5+2057,J1059.5+2057,2
1308,J1100.5+4020,J1100.3+4020,J1100.3+4020,J1100.3+4020,J1100.3+4020,2
1310,J1101.5+4106,J1101.4+4108,J1101.4+4108,J1101.4+4108,J1101.4+4108,2
1311,J1101.9-6053,J1102.0-6054,J1102.0-6054,J1102.0-6054,J1102.0-6054,3
1312,J1103.1+1155,J1103.0+1157,J1103.0+1157,J1103.0+1157,J1103.0+1157,2
1314,J1103.5-2329,J1103.6-2329,J1103.6-2329,J1103.6-2329,J1103.6-2329,2
1315,J1103.9-5357,J1103.9-5357,J1103.9-5357,J1103.9-5357,J1103.9-5357,2
1316,J1104.3+0730,J1104.4+0730,J1104.4+0730,J1104.4+0730,J1104.4+0730,2
1318,J1104.4+3812,J1104.4+3812,J1104.4+3812,J1104.4+3812,J1104.4+3812,2
1320,J1105.2-6113,J1105.4-6108,J1105.4-6108,J1105.4-6108,J1105.4-6108,2
1322,J1105.9+2814,J1106.0+2813,J1106.0+2813,J1106.0+2813,J1106.0+2813,2
1323,J1106.4-3643,J1106.5-3646,J1106.5-3646,J1106.5-3646,J1106.5-3646,3
1325,J1107.4-4447,J1107.0-4449,J1107.0-4449,J1107.0-4449,J1107.0-4449,2
1326,J1107.5+0223,J1107.6+0222,J1107.6+0222,J1107.6+0222,J1107.6+0222,2
1327,J1107.8+1502,J1107.8+1501,J1107.8+1501,J1107.8+1501,J1107.8+1501,2
1328,J1109.4+2411,J1109.3+2411,J1109.3+2411,J1109.3+2411,J1109.3+2411,2
1329,J1109.4-4815,J1109.7-4814,J1109.7-4814,J1109.7-4814,J1109.7-4814,2
1330,J1109.6+3734,J1109.6+3735,J1109.6+3735,J1109.6+3735,J1109.6+3735,2
1331,J1110.0+7134,J1110.2+7135,J1110.2+7135,J1110.2+7135,J1110.2+7135,2
1332,J1110.4-1835,J1110.5-1836,J1110.5-1836,J1110.5-1836,J1110.5-1836,2
1341,J1111.9-6038,J1111.8-6039,J1111.8-6039,J1111.8-6039,J1111.8-6039,3
1345,J1112.4+3449,J1112.5+3448,J1112.5+3448,J1112.5+3448,J1112.5+3448,2
1346,J1112.6+1749,J1112.4+1751,J1112.4+1751,J1112.4+1751,J1112.4+1751,2
1350,J1117.0+2014,J1117.0+2013,J1117.0+2013,J1117.0+2013,J1117.0+2013,2
1352,J1117.3+2546,J1117.6+2550,J1117.6+2550,J1117.6+2550,J1117.6+2550,2
1354,J1117.7-4632,J1118.2-4634,J1118.2-4634,J1118.2-4634,J1118.2-4634,2
1355,J1117.9+5355,J1118.0+5356,J1118.0+5356,J1118.0+5356,J1118.0+5356,2
1356,J1118.2-0411,J1118.2-0415,J1118.2-0415,J1118.2-0415,J1118.2-0415,2
1357,J1119.1-6127,J1119.1-6127,J1119.1-6127,J1119.1-6127,J1119.0-6127e,3
1358,J1119.1-6127,J1119.1-6127,J1119.1-6127,J1119.1-6127,J1119.1-6127,2
1359,J1119.7-3046,J1119.6-3047,J1119.6-3047,J1119.6-3047,J1119.6-3047,2
1363,J1120.8+4212,J1120.8+4212,J1120.8+4212,J1120.8+4212,J1120.8+4212,2
1364,J1121.4-0554,J1121.4-0553,J1121.4-0553,J1121.4-0553,J1121.4-0553,2
1367,J1123.6+7231,J1123.8+7230,J1123.8+7230,J1123.8+7230,J1123.8+7230,2
1369,J1123.9-3653,J1124.0-3653,J1124.0-3653,J1124.0-3653,J1124.0-3653,3
1370,J1124.1+2337,J1124.0+2336,J1124.0+2336,J1124.0+2336,J1124.0+2336,2
1371,J1124.5-5915,J1124.7-5915,J1124.7-5915,J1124.7-5915,J1124.7-5915,2
1372,J1124.9+4932,J1124.9+4934,J1124.9+4934,J1124.9+4934,J1124.9+4934,2
1373,J1125.0-2101,J1125.1-2101,J1125.1-2101,J1125.1-2101,J1125.1-2101,3
1375,J1125.3-5824,J1125.6-5825,J1125.6-5825,J1125.6-5825,J1125.6-5825,3
1376,J1125.5-3558,J1125.5-3557,J1125.5-3557,J1125.5-3557,J1125.5-3557,2
1377,J1125.6-6012,J1126.4-6011,J1126.4-6011,J1126.4-6011,J1126.4-6011,3
1378,J1125.8-0745,J1125.9-0742,J1125.9-0742,J1125.9-0742,J1125.9-0742,2
1379,J1125.9+2007,J1125.9+2005,J1125.9+2005,J1125.9+2005,J1125.9+2005,2
1380,J1126.7-3834,J1126.8-3829,J1126.8-3829,J1126.8-3829,J1126.8-3829,2
1382,J1127.0-1857,J1127.0-1857,J1127.0-1857,J1127.0-1857,J1127.0-1857,2
1383,J1127.8+3618,J1127.8+3618,J1127.8+3618,J1127.8+3618,J1127.8+3618,2
1384,J1128.0+5921,J1128.0+5924,J1128.0+5924,J1128.0+5924,J1128.0+5924,2
1388,J1129.0+3705,J1129.1+3703,J1129.1+3703,J1129.1+3703,J1129.1+3703,2
1389,J1129.4-4215,J1129.8-4217,J1129.8-4217,J1129.8-4217,J1129.8-4217,3
1390,J1129.9-1446,J1129.8-1447,J1129.8-1447,J1129.8-1447,J1129.8-1447,2
1392,J1131.1+5810,J1131.4+5809,J1131.4+5809,J1131.4+5809,J1131.4+5809,2
1393,J1131.4+3819,J1131.0+3815,J1131.0+3815,J1131.0+3815,J1131.0+3815,2
1394,J1131.9-0503,J1131.4-0504,J1131.4-0504,J1131.4-0504,J1131.4-0504,2
1396,J1132.7+0034,J1132.7+0034,J1132.7+0034,J1132.7+0034,J1132.7+0034,2
1397,J1132.8+1015,J1130.8+1016,J1130.8+1016,J1130.8+1016,J1130.8+1016,3
1398,J1135.2-6054,J1135.2-6055,J1135.2-6055,J1135.2-6055,J1135.2-6055,2
1399,J1136.1-7411,J1136.8-7413,J1136.8-7413,J1136.8-7413,J1136.8-7413,2
1400,J1136.1+7523,J1137.6+7527,J1137.6+7527,J1137.6+7527,J1137.6+7527,3
1401,J1136.4+3405,J1136.2+3407,J1136.2+3407,J1136.2+3407,J1136.2+3407,2
1402,J1136.6+7009,J1136.4+7009,J1136.4+7009,J1136.4+7009,J1136.4+7009,2
1403,J1136.6+6736,J1136.4+6736,J1136.4+6736,J1136.4+6736,J1136.4+6736,2
1404,J1136.6-6826,J1136.0-6824,J1136.0-6824,J1136.0-6824,J1136.0-6824,2
1405,J1136.9+2551,J1136.8+2550,J1136.8+2550,J1136.8+2550,J1136.8+2550,2
1406,J1138.2+4905,J1138.4+4857,J1138.4+4857,J1138.4+4857,J1138.4+4857,3
1408,J1140.4+1529,J1140.5+1528,J1140.5+1528,J1140.5+1528,J1140.5+1528,2
1409,J1141.2+6805,J1141.4+6805,J1141.4+6805,J1141.4+6805,J1141.4+6805,2
1410,J1141.6-1406,J1141.5-1408,J1141.5-1408,J1141.5-1408,J1141.5-1408,3
1411,J1142.0+1546,J1142.0+1548,J1142.0+1548,J1142.0+1548,J1142.0+1548,2
1413,J1142.9+0120,J1142.8+0120,J1142.8+0120,J1142.8+0120,J1142.8+0120,3
1414,J1143.0+6123,J1143.1+6122,J1143.1+6122,J1143.1+6122,J1143.1+6122,2
1415,J1145.1+1935,J1144.9+1937,J1144.9+1937,J1144.9+1937,J1144.9+1937,2
1416,J1145.8+4425,J1145.5+4423,J1145.5+4423,J1145.5+4423,J1145.5+4423,2
1418,J1146.8+3958,J1146.9+3958,J1146.9+3958,J1146.9+3958,J1146.9+3958,2
1419,J1147.0-3811,J1147.0-3812,J1147.0-3812,J1147.0-3812,J1147.0-3812,3
1420,J1147.8-0725,J1147.8-0724,J1147.8-0724,J1147.8-0724,J1147.8-0724,2
1422,J1149.5+2443,J1149.4+2441,J1149.4+2441,J1149.4+2441,J1149.4+2441,2
1423,J1150.3+2417,J1150.4+2418,J1150.4+2418,J1150.4+2418,J1150.4+2418,2
1424,J1150.5+4155,J1150.6+4154,J1150.6+4154,J1150.6+4154,J1150.6+4154,2
1426,J1151.4-1346,J1151.5-1347,J1151.5-1347,J1151.5-1347,J1151.5-1347,2
1427,J1151.4+5858,J1151.5+5859,J1151.5+5859,J1151.5+5859,J1151.5+5859,2
1430,J1152.3-0841,J1152.3-0839,J1152.3-0839,J1152.3-0839,J1152.3-0839,2
1431,J1153.4+4932,J1153.4+4931,J1153.4+4931,J1153.4+4931,J1153.4+4931,2
1432,J1153.4+4033,J1154.0+4037,J1154.0+4037,J1154.0+4037,J1154.0+4037,2
1433,J1153.7-2555,J1153.6-2553,J1153.6-2553,J1153.6-2553,J1153.6-2553,2
1434,J1154.0-3243,J1154.1-3243,J1154.1-3243,J1154.1-3243,J1154.1-3243,3
1435,J1154.2-0010,J1154.0-0010,J1154.0-0010,J1154.0-0010,J1154.0-0010,2
1436,J1154.3+6023,J1154.0+6018,J1154.0+6018,J1154.0+6018,J1154.0+6018,2
1438,J1155.4-3417,J1155.5-3418,J1155.5-3418,J1155.5-3418,J1155.5-3418,3
1439,J1155.9+6136,J1155.8+6137,J1155.8+6137,J1155.8+6137,J1155.8+6137,2
1440,J1156.7-2250,J1156.6-2248,J1156.6-2248,J1156.6-2248,J1156.6-2248,3
1441,J1158.8+0941,J1159.0+0939,J1159.0+0939,J1159.0+0939,J1159.0+0939,2
1442,J1158.9+0818,J1158.9+0818,J1158.9+0818,J1158.9+0818,J1158.9+0818,2
1443,J1159.2-2141,J1159.3-2142,J1159.3-2142,J1159.3-2142,J1159.3-2142,2
1444,J1159.3-2226,J1159.2-2227,J1159.2-2227,J1159.2-2227,J1159.2-2227,2
1445,J1159.5+2914,J1159.5+2914,J1159.5+2914,J1159.5+2914,J1159.5+2914,2
1446,J1159.6-0723,J1159.5-0723,J1159.5-0723,J1159.5-0723,J1159.5-0723,3
1448,J1200.8+1228,J1200.6+1229,J1200.6+1229,J1200.6+1229,J1200.6+1229,3
1450,J1200.9+2010,J1200.7+2008,J1200.7+2008,J1200.7+2008,J1200.7+2008,2
1451,J1203.1+6029,J1203.1+6031,J1203.1+6031,J1203.1+6031,J1203.1+6031,2
1452,J1203.2+3847,J1202.5+3852,J1202.5+3852,J1202.5+3852,J1202.5+3852,2
1453,J1203.5-3925,J1203.4-3925,J1203.4-3925,J1203.4-3925,J1203.4-3925,3
1456,J1204.0+1144,J1204.0+1146,J1204.0+1146,J1204.0+1146,J1204.0+1146,2
1457,J1204.3-0708,J1204.2-0709,J1204.2-0709,J1204.2-0709,J1204.2-0709,2
1459,J1205.8-2636,J1205.7-2635,J1205.7-2635,J1205.7-2635,J1205.7-2635,2
1462,J1207.2-5052,J1207.4-5050,J1207.4-5050,J1207.4-5050,J1207.4-5050,3
1464,J1207.6-2232,J1207.7-2229,J1207.7-2229,J1207.7-2229,J1207.7-2229,3
1466,J1208.2-7810c,J1208.2-7810,J1208.2-7810,J1208.2-7810,J1208.2-7810,2
1468,J1208.7+5442,J1208.9+5441,J1208.9+5441,J1208.9+5441,J1208.9+5441,2
1470,J1209.4+4119,J1209.4+4118,J1209.4+4118,J1209.4+4118,J1209.4+4118,2
1471,J1209.8+1810,J1209.8+1810,J1209.8+1810,J1209.8+1810,J1209.8+1810,2
1476,J1212.6+5135,J1213.0+5129,J1213.0+5129,J1213.0+5129,J1213.0+5129,2
1477,J1213.1-2619,J1213.3-2618,J1213.3-2618,J1213.3-2618,J1213.3-2618,2
1478,J1213.7+1306,J1213.6+1306,J1213.6+1306,J1213.6+1306,J1213.6+1306,2
1482,J1215.0+5002,J1215.1+5002,J1215.1+5002,J1215.1+5002,J1215.1+5002,2
1483,J1215.1+1658,J1215.0+1656,J1215.0+1656,J1215.0+1656,J1215.0+1656,2
1486,J1217.8+3007,J1217.9+3007,J1217.9+3007,J1217.9+3007,J1217.9+3007,3
1487,J1218.0-0029,J1218.0-0028,J1218.0-0028,J1218.0-0028,J1218.0-0028,2
1488,J1218.4-0121,J1218.5-0119,J1218.5-0119,J1218.5-0119,J1218.5-0119,2
1490,J1218.8-4827,J1219.0-4827,J1219.0-4827,J1219.0-4827,J1219.0-4827,3
1491,J1219.7-0314,J1219.7-0313,J1219.7-0313,J1219.7-0313,J1219.7-0313,2
1494,J1220.2+3434,J1220.1+3432,J1220.1+3432,J1220.1+3432,J1220.1+3432,2
1495,J1220.2+7105,J1220.1+7105,J1220.1+7105,J1220.1+7105,J1220.1+7105,2
1497,J1221.3+3010,J1221.3+3010,J1221.3+3010,J1221.3+3010,J1221.3+3010,2
1498,J1221.4+2814,J1221.5+2814,J1221.5+2814,J1221.5+2814,J1221.5+2814,2
1500,J1222.4+0414,J1222.5+0414,J1222.5+0414,J1222.5+0414,J1222.5+0414,2
1502,J1222.7+8041,J1223.8+8039,J1223.8+8039,J1223.8+8039,J1223.8+8039,2
1506,J1223.3-3028,J1223.6-3032,J1223.6-3032,J1223.6-3032,J1223.6-3032,3
1507,J1224.5+4957,J1223.9+5000,J1223.9+5000,J1223.9+5000,J1223.9+5000,2
1508,J1224.5+2436,J1224.4+2436,J1224.4+2436,J1224.4+2436,J1224.4+2436,2
1509,J1224.6+4332,J1224.9+4334,J1224.9+4334,J1224.9+4334,J1224.9+4334,2
1510,J1224.6-8312,J1224.7-8313,J1224.7-8313,J1224.7-8313,J1224.7-8313,2
1511,J1224.9+2122,J1224.9+2122,J1224.9+2122,J1224.9+2122,J1224.9+2122,2
1513,J1225.7-7314,J1225.6-7313,J1225.6-7313,J1225.6-7313,J1225.6-7313,2
1515,J1226.8+0638,J1226.7+0637,J1226.7+0637,J1226.7+0637,J1226.7+0637,2
1516,J1226.9-1329,J1226.8-1329,J1226.8-1329,J1226.8-1329,J1226.8-1329,2
1517,J1227.9-4854,J1228.0-4853,J1228.0-4853,J1228.0-4853,J1228.0-4853,3
1519,J1228.7+4857,J1228.7+4858,J1228.7+4858,J1228.7+4858,J1228.7+4858,2
1520,J1229.1+0202,J1229.0+0202,J1229.0+0202,J1229.0+0202,J1229.0+0202,2
1521,J1229.8-5305,J1229.7-5304,J1229.7-5304,J1229.7-5304,J1229.7-5304,3
1522,J1230.3+2519,J1230.2+2517,J1230.2+2517,J1230.2+2517,J1230.2+2517,2
1523,J1230.9+1224,J1230.8+1223,J1230.8+1223,J1230.8+1223,J1230.8+1223,2
1524,J1231.2-1411,J1231.1-1412,J1231.1-1412,J1231.1-1412,J1231.1-1412,3
1525,J1231.5+6414,J1231.6+6415,J1231.6+6415,J1231.6+6415,J1231.6+6415,2
1529,J1231.7+2847,J1231.7+2847,J1231.7+2847,J1231.7+2847,J1231.7+2847,2
1530,J1231.8+1421,J1231.5+1421,J1231.5+1421,J1231.5+1421,J1231.5+1421,2
1534,J1233.7-0145,J1233.7-0144,J1233.7-0144,J1233.7-0144,J1233.7-0144,2
1535,J1233.9-5736,J1234.0-5735,J1234.0-5735,J1234.0-5735,J1234.0-5735,2
1539,J1236.6+3901,J1236.3+3858,J1236.3+3858,J1236.3+3858,J1236.3+3858,2
1540,J1237.9+6258,J1237.8+6256,J1237.8+6256,J1237.8+6256,J1237.8+6256,2
1541,J1238.2-1958,J1238.3-1959,J1238.3-1959,J1238.3-1959,J1238.3-1959,3
1542,J1238.3-4543,J1238.1-4541,J1238.1-4541,J1238.1-4541,J1238.1-4541,3
1544,J1239.4+0727,J1239.4+0728,J1239.4+0728,J1239.4+0728,J1239.4+0728,3
1545,J1239.5+0443,J1239.5+0443,J1239.5+0443,J1239.5+0443,J1239.5+0443,2
1547,J1241.6-1456,J1241.8-1456,J1241.8-1456,J1241.8-1456,J1241.8-1456,2
1548,J1241.9+0639,J1241.9+0636,J1241.9+0636,J1241.9+0636,J1241.9+0636,2
1549,J1243.1+3627,J1243.2+3627,J1243.2+3627,J1243.2+3627,J1243.2+3627,2
1550,J1243.9-0217,J1243.9-0218,J1243.9-0218,J1243.9-0218,J1243.9-0218,2
1551,J1244.1+1615,J1244.5+1616,J1244.5+1616,J1244.5+1616,J1244.5+1616,2
1554,J1244.3-4955,J1244.2-4956,J1244.2-4956,J1244.2-4956,J1244.2-4956,2
1555,J1244.8+5707,J1245.1+5709,J1245.1+5709,J1245.1+5709,J1245.1+5709,2
1556,J1246.7-2547,J1246.7-2548,J1246.7-2548,J1246.7-2548,J1246.7-2548,2
1557,J1247.0+4421,J1247.0+4421,J1247.0+4421,J1247.0+4421,J1247.0+4421,2
1558,J1248.0+5130,J1248.7+5127,J1248.7+5127,J1248.7+5127,J1248.7+5127,2
1559,J1248.2+5820,J1248.3+5820,J1248.3+5820,J1248.3+5820,J1248.3+5820,2
1562,J1249.7+3705,J1249.8+3707,J1249.8+3707,J1249.8+3707,J1249.8+3707,2
1564,J1250.5+0217,J1250.6+0217,J1250.6+0217,J1250.6+0217,J1250.6+0217,2
1565,J1251.0-0203,J1251.3-0201,J1251.3-0201,J1251.3-0201,J1251.3-0201,2
1567,J1251.3+1041,J1251.2+1039,J1251.2+1039,J1251.2+1039,J1251.2+1039,2
1568,J1253.2+5300,J1253.2+5301,J1253.2+5301,J1253.2+5301,J1253.2+5301,2
1569,J1253.7+0327,J1253.8+0327,J1253.8+0327,J1253.8+0327,J1253.8+0327,2
1570,J1254.1-2203,J1254.2-2205,J1254.2-2205,J1254.2-2205,J1254.2-2205,2
1571,J1254.1+6240,J1253.8+6242,J1253.8+6242,J1253.8+6242,J1253.8+6242,2
1572,J1254.5+2210,J1254.5+2210,J1254.5+2210,J1254.5+2210,J1254.5+2210,2
1573,J1254.9-4423,J1254.9-4426,J1254.9-4426,J1254.9-4426,J1254.9-4426,2
1574,J1256.1-0547,J1256.1-0547,J1256.1-0547,J1256.1-0547,J1256.1-0547,2
1576,J1256.1-5919,J1256.1-5919,J1256.1-5919,J1256.1-5919,J1256.1-5919,2
1577,J1256.3-1146,J1256.2-1146,J1256.2-1146,J1256.2-1146,J1256.2-1146,3
1581,J1258.0+6120,J1258.3+6121,J1258.3+6121,J1258.3+6121,J1258.3+6121,2
1584,J1258.6-1800,J1258.6-1759,J1258.6-1759,J1258.6-1759,J1258.6-1759,2
1585,J1258.7-2219,J1258.8-2219,J1258.8-2219,J1258.8-2219,J1258.8-2219,2
1586,J1258.7+5137,J1258.7+5143,J1258.7+5143,J1258.7+5143,J1258.7+5143,2
1587,J1259.0-2310,J1259.1-2311,J1259.1-2311,J1259.1-2311,J1259.1-2311,3
1590,J1259.8-3749,J1259.8-3749,J1259.8-3749,J1259.8-3749,J1259.8-3749,3
1591,J1300.2+1416,J1300.4+1416,J1300.4+1416,J1300.4+1416,J1300.4+1416,2
1593,J1301.6+0832,J1301.6+0834,J1301.6+0834,J1301.6+0834,J1301.6+0834,3
1594,J1302.3-3259,J1302.4-3258,J1302.4-3258,J1302.4-3258,J1302.4-3258,3
1595,J1302.6+5748,J1302.8+5748,J1302.8+5748,J1302.8+5748,J1302.8+5748,3
1596,J1303.0-6312e,J1303.0-6312e,J1303.0-6312e,J1303.0-6312e,J1303.0-6312e,2
1597,J1303.0+2435,J1303.0+2434,J1303.0+2434,J1303.0+2434,J1303.0+2434,2
1598,J1303.7-4619,J1303.6-4622,J1303.6-4622,J1303.6-4622,J1303.6-4622,2
1599,J1304.2-2411,J1304.2-2412,J1304.2-2412,J1304.2-2412,J1304.2-2412,3
1600,J1304.3-5535,J1304.0-5539,J1304.0-5539,J1304.0-5539,J1304.0-5539,2
1601,J1304.3-4353,J1304.3-4353,J1304.3-4353,J1304.3-4353,J1304.3-4353,2
1603,J1304.8-0338,J1304.6-0348,J1304.6-0348,J1304.6-0348,J1304.6-0348,2
1604,J1304.9-2109,J1304.9-2107,J1304.9-2107,J1304.9-2107,J1304.9-2107,2
1605,J1305.4-4926,J1305.4-4928,J1305.4-4928,J1305.4-4928,J1305.4-4928,2
1606,J1305.5+7854,J1305.6+7853,J1305.6+7853,J1305.6+7853,J1305.6+7853,2
1607,J1305.7-6241,J1305.5-6241,J1305.5-6241,J1305.5-6241,J1305.5-6241,2
1609,J1306.8-2146,J1306.7-2148,J1306.7-2148,J1306.7-2148,J1306.7-2148,3
1611,J1307.6-4300,J1307.6-4259,J1307.6-4259,J1307.6-4259,J1307.6-4259,3
1612,J1308.1-6707,J1308.4-6706,J1308.4-6706,J1308.4-6706,J1308.4-6706,2
1613,J1308.7+3545,J1308.5+3547,J1308.5+3547,J1308.5+3547,J1308.5+3547,2
1616,J1309.3+4304,J1309.4+4305,J1309.4+4305,J1309.4+4305,J1309.4+4305,2
1617,J1309.5+1154,J1309.7+1153,J1309.7+1153,J1309.7+1153,J1309.7+1153,2
1618,J1310.2-1159,J1310.2-1158,J1310.2-1158,J1310.2-1158,J1310.2-1158,2
1619,J1310.6+2446,J1310.6+2449,J1310.6+2449,J1310.6+2449,J1310.6+2449,3
1620,J1310.6+3222,J1310.5+3221,J1310.5+3221,J1310.5+3221,J1310.5+3221,2
1621,J1310.7+5515,J1310.9+5514,J1310.9+5514,J1310.9+5514,J1310.9+5514,2
1622,J1311.0+0036,J1311.0+0034,J1311.0+0034,J1311.0+0034,J1311.0+0034,2
1623,J1311.8-3430,J1311.7-3430,J1311.7-3430,J1311.7-3430,J1311.7-3430,3
1626,J1312.5-2155,J1312.4-2156,J1312.4-2156,J1312.4-2156,J1312.4-2156,2
1627,J1312.7+4828,J1312.6+4828,J1312.6+4828,J1312.6+4828,J1312.6+4828,3
1628,J1312.7+0051,J1312.7+0050,J1312.7+0050,J1312.7+0050,J1312.7+0050,3
1629,J1312.7-2349,J1312.8-2350,J1312.8-2350,J1312.8-2350,J1312.8-2350,3
1630,J1312.8-0424,J1312.8-0425,J1312.8-0425,J1312.8-0425,J1312.8-0425,2
1631,J1314.7-4237,J1315.0-4236,J1315.0-4236,J1315.0-4236,J1315.0-4236,3
1632,J1314.8+2349,J1314.7+2348,J1314.7+2348,J1314.7+2348,J1314.7+2348,2
1633,J1315.1-5329,J1315.1-5333,J1315.1-5333,J1315.1-5333,J1315.1-5333,3
1634,J1315.4+1130,J1315.5+1135,J1315.5+1135,J1315.5+1135,J1315.5+1135,3
1636,J1316.0-3338,J1316.1-3338,J1316.1-3338,J1316.1-3338,J1316.1-3338,2
1639,J1317.8+3429,J1317.6+3428,J1317.6+3428,J1317.6+3428,J1317.6+3428,2
1640,J1318.7-1232,J1318.7-1234,J1318.7-1234,J1318.7-1234,J1318.7-1234,2
1641,J1319.3+1402,J1319.5+1404,J1319.5+1404,J1319.5+1404,J1319.5+1404,2
1642,J1319.6+7759,J1319.8+7759,J1319.8+7759,J1319.8+7759,J1319.8+7759,3
1643,J1321.0+2215,J1321.1+2216,J1321.1+2216,J1321.1+2216,J1321.1+2216,2
1644,J1321.7+8312,J1322.0+8317,J1322.0+8317,J1322.0+8317,J1322.0+8317,2
1645,J1322.3+0839,J1322.2+0842,J1322.2+0842,J1322.2+0842,J1322.2+0842,3
1646,J1322.6-1619,J1322.6-1617,J1322.6-1617,J1322.6-1617,J1322.6-1617,2
1647,J1322.8-0938,J1322.6-0936,J1322.6-0936,J1322.6-0936,J1322.6-0936,2
1648,J1322.9+0435,J1322.9+0437,J1322.9+0437,J1322.9+0437,J1322.9+0437,2
1649,J1323.0+2942,J1323.0+2941,J1323.0+2941,J1323.0+2941,J1323.0+2941,2
1651,J1323.9+1405,J1323.9+1405,J1323.9+1405,J1323.9+1405,J1323.9+1405,2
1652,J1324.0-4330e,J1324.0-4330e,J1324.0-4330e,J1324.0-4330e,J1324.0-4330e,2
1654,J1325.4-4301,J1325.5-4300,J1325.5-4300,J1325.5-4300,J1325.5-4300,2
1657,J1326.6-5256,J1326.8-5256,J1326.8-5256,J1326.8-5256,J1326.8-5256,2
1658,J1326.7-4727,J1326.6-4729,J1326.6-4729,J1326.6-4729,J1326.6-4729,2
1659,J1326.8+2211,J1326.9+2210,J1326.9+2210,J1326.9+2210,J1326.9+2210,2
1660,J1327.9+2524,J1327.8+2522,J1327.8+2522,J1327.8+2522,J1327.8+2522,2
1661,J1328.5-4728,J1328.5-4727,J1328.5-4727,J1328.5-4727,J1328.5-4727,3
1662,J1328.9-5607,J1329.0-5607,J1329.0-5607,J1329.0-5607,J1329.0-5607,3
1666,J1330.0+4437,J1330.3+4441,J1330.3+4441,J1330.3+4441,J1330.3+4441,2
1667,J1330.1-7002,J1330.2-7003,J1330.2-7003,J1330.2-7003,J1330.2-7003,2
1669,J1330.5+3023,J1331.0+3032,J1331.0+3032,J1331.0+3032,J1331.0+3032,2
1670,J1330.6+7002,J1330.2+7002,J1330.2+7002,J1330.2+7002,J1330.2+7002,2
1671,J1330.9+5201,J1330.7+5200,J1330.7+5200,J1330.7+5200,J1330.7+5200,2
1672,J1331.1-1328,J1331.2-1325,J1331.2-1325,J1331.2-1325,J1331.2-1325,3
1673,J1331.5+1711,J1331.6+1711,J1331.6+1711,J1331.6+1711,J1331.6+1711,2
1674,J1331.8+4718,J1332.2+4722,J1332.2+4722,J1332.2+4722,J1332.2+4722,2
1675,J1332.0-0508,J1332.0-0509,J1332.0-0509,J1332.0-0509,J1332.0-0509,2
1676,J1332.6-1256,J1332.6-1256,J1332.6-1256,J1332.6-1256,J1332.6-1256,2
1677,J1332.8+2723,J1333.2+2725,J1333.2+2725,J1333.2+2725,J1333.2+2725,2
1678,J1333.7+5057,J1333.7+5056,J1333.7+5056,J1333.7+5056,J1333.7+5056,2
1683,J1335.4-2949,J1335.3-2949,J1335.3-2949,J1335.3-2949,J1335.3-2949,2
1684,J1337.6-1257,J1337.6-1257,J1337.6-1257,J1337.6-1257,J1337.6-1257,2
1685,J1338.6-2403,J1339.0-2400,J1339.0-2400,J1339.0-2400,J1339.0-2400,2
1686,J1338.9+6532,J1338.0+6534,J1338.0+6534,J1338.0+6534,J1338.0+6534,2
