,4fgldr2,4fgldr2_features,4fgldr2_labels,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
224,J0237.6-3602,"[1.8615275621414185, 1.808474063873291, 1.7481070756912231, 26.076143264770508, -33.5057189607766, -33.221669828978044, -28.491553560252875, -33.373630216920176, -24.085181595824057, 0.043693866580724716, 0.653323233127594, 0.7952101826667786, 12.377901077270508, 0.8146884907696221, -0.708886241078336, -0.10084275714610907, -0.4481498698070407, -0.6555890673106509, 3.296784321028383e-05]",[1],J0237.5-3603,bll,J0237.6-3602,bll,bll,J0237.6-3602,bll,J0237.6-3602,bll
225,J0237.8+2848,"[2.3156402111053467, 2.2085423469543457, 2.0982489585876465, 5286.5400390625, -27.715733321684482, -27.49261580260656, -27.234666667013872, -27.5961928098044, -22.537605470734775, 0.08713530749082565, 0.7350037097930908, 12.120959281921387, 154.8249969482422, -0.24020345831587114, -0.513153269391234, -0.6834995477629761, -0.6387562491952188, -0.7566393161538654, -0.9111555009728132]",[1],J0237.9+2848,FSRQ,J0237.8+2848,FSRQ,FSRQ,J0237.8+2848,FSRQ,J0237.8+2848,FSRQ
226,J0238.1-3905,"[1.990332007408142, 1.9286315441131592, 1.8029208183288574, 29.3118896484375, -32.58569572592249, -32.33974847256259, -28.5391116060262, -32.43151304642187, -24.08160245349886, 0.05199466273188591, 0.5082364678382874, 1.1347479820251465, 16.159297943115234, 0.4355948079640098, -0.477820345630414, -0.545949851684888, -0.39081211729583193, -0.6697843245054664, -0.26684033859397127]",[1],J0238.3-3904,bll,J0238.1-3905,bll,bll,J0238.1-3905,bll,J0238.1-3905,bll
227,J0238.4-3116,"[1.82003653049469, 1.824326753616333, 1.7976386547088623, 36.51587677001953, -32.58317212538502, -32.392460440523294, -27.915737170527088, -32.51447911190274, -23.65578803754744, -0.0034049099776893854, 0.31238773465156555, 0.1526504009962082, 34.71648406982422, -0.2929522000046192, -0.4375109926908872, -0.44525941982729345, -0.4162928030514584, -0.49802707768435767, -0.16898818710561989]",[1],J0238.4-3117,bll,J0238.4-3116,bll,bll,J0238.4-3116,bll,J0238.4-3116,bll
228,J0238.6+1637,"[2.164503574371338, 2.0895910263061523, 1.932153344154358, 5222.951171875, -29.205544576516242, -28.926815847625576, -26.992270282196596, -29.01141868690498, -22.45525400872169, 0.09193698316812515, 1.0749112367630005, 12.01542854309082, 135.2649383544922, -0.12518145102805212, -0.45675719948852067, -0.6004979525822527, -0.5731180427152249, -0.721672604633245, -0.7430487828297562]",[1],J0238.6+1636,BLL,J0238.6+1637,BLL,BLL,J0238.6+1637,BLL,J0238.6+1637,BLL
229,J0241.3+6543,"[2.113725185394287, 2.086322784423828, 2.010469675064087, 17.462677001953125, -32.48794321494092, -32.28444537503315, -27.79564487542952, -32.37097192180955, -23.330059416752132, 0.03783364221453667, 0.2369306981563568, 1.2159513235092163, 20.40114402770996, 0.8760320429724837, -0.23986940000234544, -0.5430462194449077, -0.5472290661302873, -0.5575594053595384, -0.5694946617177585]",[1],J0241.3+6542,bcu,J0241.3+6543,bll,bll,J0241.3+6543,bll,J0241.3+6543,bll
230,J0242.3+1102,"[2.581815242767334, 2.4354398250579834, 1.8651971817016602, 93.25212097167969, -28.953360919039728, -28.580721359381485, -28.01247467868099, -28.637726751052785, -23.60601321134277, 0.24351023137569427, 0.8028373122215271, 3.8822288513183594, 14.39525032043457, -0.30325731100797443, -0.5631890757062272, -0.710808162514765, -0.8418078658730097, -0.999216949298812, 0.40789801449940544]",[1],J0242.3+1059,fsrq,J0242.3+1102,fsrq,fsrq,J0242.3+1102,fsrq,J0242.3+1102,fsrq
231,J0243.4+7119,"[2.1332807540893555, 2.0221469402313232, 1.761643409729004, 118.97513580322266, -31.94653697115205, -31.625719711600503, -27.87655860028695, -31.69542715598662, -23.370150637857716, 0.1458243727684021, 0.8405718803405762, 3.6182401180267334, 19.82539939880371, -0.999643093222158, 0.9997908310898248, -0.5211848667878446, -0.49747927946125176, -0.7036769325725591, -0.6383433024726938]",[1],J0243.5+7119,bll,J0243.4+7119,bll,bll,J0243.4+7119,bll,J0243.4+7119,bll
232,J0244.6-5819,"[1.7456912994384766, 1.691127896308899, 1.5824028253555298, 39.95507049560547, -33.50305522477535, -33.233644639318875, -28.188466848241575, -33.3441443000846, -23.946615710111832, 0.04471958056092262, 0.46414637565612793, 1.5003736019134521, 24.722524642944336, 0.9806271107803621, -0.5517167801686474, -0.3458867294686037, -0.3481484053624618, -0.5556888703861856, -0.051890367139270616]",[1],J0244.8-5818,bll,J0244.6-5819,bll,bll,J0244.6-5819,bll,J0244.6-5819,bll
233,J0245.4+2408,"[2.6761081218719482, 2.6476423740386963, 2.52921199798584, 107.83850860595703, -28.904557485095633, -28.593450479123856, -28.06544938819247, -28.705108205541595, -23.800695236878276, 0.08198752999305725, 0.9469513297080994, 1.5318797826766968, 12.261452674865723, 0.6164931477487463, -0.638106530590098, -0.8664334861884018, -0.5530554812481098, -0.7541649676720343, -0.9988452076669112]",[1],J0245.4+2410,fsrq,J0245.4+2408,fsrq,fsrq,J0245.4+2408,fsrq,J0245.4+2408,fsrq
234,J0245.9-4650,"[2.4174599647521973, 2.3084590435028076, 2.1126363277435303, 1149.3251953125, -28.644088229004225, -28.382250281435706, -27.74824371237032, -28.45195951959479, -23.24623955280921, 0.11460819840431213, 0.6869489550590515, 7.286333084106445, 77.36146545410156, -0.256737265032787, -0.5445676991166161, -0.6967936687898689, -0.7341057949468518, -0.8074285883846942, -0.8758522880231813]",[1],J0245.9-4651,fsrq,J0245.9-4650,fsrq,fsrq,J0245.9-4650,fsrq,J0245.9-4650,fsrq
235,J0248.4+6021,"[2.648937940597534, 2.5485174655914307, 1.1263680458068848, 8.007965087890625, -30.098071897111794, -29.57975981550686, -27.054435114435602, -29.79223731815501, -22.690436855920566, 0.5417307615280151, 0.0, 9.309028625488281, 35.028568267822266, -0.40700441102794754, -0.4120507806579376, -0.5840623790845374, -0.826843970588689, -0.9999999994809264, 0.9999999633065896]",[0],J0248.5+6022,PSR,J0248.4+6021,PSR,PSR,J0248.4+6021,PSR,J0248.4+6021,PSR
236,J0248.6+4230,"[2.2556796073913574, 2.1930830478668213, 0.014756367541849613, 3.7661101818084717, -32.23125625154771, -31.486383245386097, -29.145145939997064, -31.76135391850467, -23.813962564701153, 0.7683756947517395, 0.0, 4.883401870727539, 11.17754077911377, -0.999999274270428, 0.9999996065896777, -0.40091723440919635, -0.5609906352486512, -0.9999348564608778, -0.9424414246776224]",[0],J0248.5+4232,psr,J0248.6+4230,PSR,PSR,J0248.6+4230,MSP,J0248.6+4230,MSP
237,J0250.2-8224,"[2.6535959243774414, 2.607805013656616, 2.377162218093872, 105.21804809570312, -29.340592521677795, -29.103649086869567, -28.293023837761698, -29.14728699779805, -23.984395416066487, 0.062056899070739746, 0.8295254707336426, 1.2293283939361572, 13.99285888671875, -0.3450194449917283, -0.7174901829200894, -0.6964505282008783, -0.8204635257503341, -0.8532117118381431, -0.9978603203711852]",[1],J0244.4-8224,bcu,J0250.2-8224,bcu,bcu,J0250.2-8224,bcu,J0250.2-8224,bcu
238,J0250.6+1712,"[1.8404546976089478, 1.7662659883499146, 1.691833734512329, 22.180931091308594, -33.48851765310394, -33.19764229796127, -28.16587344648918, -33.32982273165586, -23.73913372743846, 0.059807147830724716, 0.4206427335739136, 1.1739859580993652, 14.584976196289062, -0.3047979116513554, -0.6767925632933104, -0.4776728307605976, -0.313762441646384, -0.550002748875797, -0.3042641365156516]",[1],J0250.6+1713,fsrq,J0250.6+1712,bll,bll,J0250.6+1712,bll,J0250.6+1712,bll
239,J0250.6+8435,"[2.1162919998168945, 1.9840933084487915, 1.6512792110443115, 17.59246063232422, -32.29910614371491, -32.007385321128204, -28.496091188041817, -32.04033674327705, -23.99370700640636, 0.09986769407987595, 0.24209533631801605, 1.827205777168274, 16.610807418823242, 0.2161151627573396, -0.54359800484418, -0.6143784625580061, -0.368836986605512, -0.6270480449333562, -0.9998828241309599]",[1],J0249.1+8438,bcu,J0250.6+8435,bcu,bcu,J0250.6+8435,bcu,J0250.6+8435,bcu
240,J0250.7+5630,"[2.0599043369293213, 2.0327091217041016, 1.9390873908996582, 3.583678722381592, -33.17561294147836, -32.90121002501553, -27.905666870407213, -33.09555868971077, -23.404399853371523, 0.03391748294234276, 0.0, 0.5322492718696594, 11.073596954345703, -0.7475182919645392, -0.43649846094152833, -0.5985275863621965, -0.3468064507526029, -0.5776153059591193, -0.6261699895141085]",[1],J0250.6+5630,bcu,J0250.7+5630,bcu,bcu,J0250.7+5630,bcu,J0250.7+5630,bcu
241,J0251.0+2605,"[2.252717971801758, 1.9188693761825562, 0.2884902060031891, 7.768150806427002, -31.1416514890997, -30.50927829455444, -28.483279871132968, -30.57283810329929, -23.439030530017025, 0.6527612805366516, 0.0, 7.555770397186279, 19.53154754638672, 0.928985875509076, -0.3744508805831723, -0.2879758780568812, -0.7067700238043219, -0.9680335281181011, -0.9993948044665476]",[0],J0251.1+2603,psr,J0251.0+2605,PSR,PSR,J0251.0+2605,MSP,J0251.0+2605,MSP
242,J0251.5-5958,"[2.2149689197540283, 2.0946156978607178, 1.7242202758789062, 33.32718276977539, -32.29597143553663, -31.96132795488988, -28.7335431394838, -32.02434421017839, -24.276303268198024, 0.1521701216697693, 0.7215186357498169, 1.6127289533615112, 9.454773902893066, -0.7284899996818803, -0.6696736342756026, -0.47620555652146535, -0.5527565268122825, -0.7047799541097669, -0.9999562462910556]",[1],J0251.5-5959,fsrq,J0251.5-5958,fsrq,fsrq,J0251.5-5958,fsrq,J0251.5-5958,fsrq
243,J0252.8-2219,"[2.359727144241333, 2.2524166107177734, 2.1409366130828857, 1195.5916748046875, -27.889841311071194, -27.683715545541776, -27.743958762268548, -27.777125820039874, -23.026166339053184, 0.08602657914161682, 0.5668993592262268, 7.222116470336914, 97.46653747558594, -0.17060315110874738, -0.5590591443706316, -0.6776262621858868, -0.705980206764576, -0.7776704444609134, -0.8333588702773523]",[1],J0252.8-2218,fsrq,J0252.8-2219,fsrq,fsrq,J0252.8-2219,fsrq,J0252.8-2219,fsrq
244,J0252.9+3834,"[2.6318359375, 2.5181021690368652, 2.2472219467163086, 17.457117080688477, -29.563412916041806, -29.21140864858321, -28.34884754495118, -29.31073677183774, -24.061157591885774, 0.15118186175823212, 0.435260146856308, 1.4238543510437012, 7.983041763305664, -0.5512931924938732, -0.6470323408925357, -0.7584311621565781, -0.7563067023776973, -0.7018170969703137, -0.9981862796135048]",[1],J0252.3+3830,fsrq,J0252.9+3834,fsrq,fsrq,J0252.9+3834,fsrq,J0252.9+3834,fsrq
245,J0253.2-5441,"[2.5320990085601807, 2.4868228435516357, 2.3790202140808105, 176.1937713623047, -29.66737299023839, -29.413952926941764, -28.52669680848187, -29.502582612580674, -24.016998925505774, 0.06622181087732315, 0.8379262089729309, 1.5150283575057983, 22.314159393310547, -0.42664732561519353, -0.5452763150465405, -0.7416522103790036, -0.7902115870882765, -0.7118220419027496, -0.5302493111669552]",[1],J0253.1-5438,fsrq,J0253.2-5441,fsrq,fsrq,J0253.2-5441,fsrq,J0253.2-5441,fsrq
246,J0253.2-0124,"[2.0728232860565186, 2.043334722518921, 1.9896043539047241, 5.828343868255615, -32.46797698733324, -32.244945836661685, -28.47225699578043, -32.36729883002723, -23.971065262310102, 0.02986624464392662, 0.0, 0.563856303691864, 11.197978973388672, 0.7349382347148963, -0.13107101522105208, -0.5639301611369703, -0.518044196082523, -0.6261636254557018, -0.26896288362899484]",[1],J0253.0-0125,bll,J0253.2-0124,bll,bll,J0253.2-0124,bll,J0253.2-0124,bll
247,J0253.5+3216,"[2.1734519004821777, 2.1529619693756104, 2.0743680000305176, 97.16370391845703, -32.17649545700831, -31.959931698178817, -28.337244989921516, -32.05248005592649, -23.868699076107703, 0.03536905720829964, 1.4509090185165405, 0.7300217747688293, 10.30109691619873, -0.9996992355980583, 0.9999747955188368, -0.6870301151079459, -0.5905001425297277, -0.4558945858075787, -0.6422746854661836]",[1],J0253.5+3216,bcu,J0253.5+3216,fsrq,fsrq,J0253.5+3216,fsrq,J0253.5+3216,fsrq
248,J0253.9+5103,"[2.4682021141052246, 2.4420650005340576, 2.3031227588653564, 111.13717651367188, -30.21720579072991, -29.982331211884038, -27.796900683514338, -30.037667485046814, -23.49639296850675, 0.06157622113823891, 0.6979255080223083, 1.6847172975540161, 17.114110946655273, 0.9509958736556137, -0.5067855244067079, -0.7542449008981992, -0.5929143518088238, -0.7902061239592095, -0.9860643253979348]",[1],J0253.8+5104,fsrq,J0253.9+5103,fsrq,fsrq,J0253.9+5103,fsrq,J0253.9+5103,fsrq
249,J0255.8+0534,"[2.1889617443084717, 2.1055757999420166, 1.8336405754089355, 16.996519088745117, -32.531981219270385, -32.261156571954004, -28.293399099345496, -32.31720411026598, -23.8743531687447, 0.11214502155780792, 0.6503841876983643, 1.1025315523147583, 5.934183120727539, 0.28903510801844345, -0.727034908690274, -0.559286555811994, -0.5214891811351365, -0.7693256575270913, -0.7711943789415514]",[1],J0255.8+0532,bcu,J0255.8+0534,bll,bll,J0255.8+0534,bll,J0255.8+0534,bll
250,J0256.3+0334,"[2.0863516330718994, 2.071873188018799, 2.0000064373016357, 23.171844482421875, -32.21052875861898, -32.03095258303596, -28.254087828608295, -32.106205096663295, -23.75228596280385, 0.0179214458912611, 0.3625245690345764, 0.45746639370918274, 14.778587341308594, 0.9994541238918657, -0.5825386319994622, -0.6199658066524947, -0.48752167539750335, -0.3434136240549124, -0.9007182611644317]",[1],J0256.3+0335,bcu,J0256.3+0334,bll,bll,J0256.3+0334,bll,J0256.3+0334,bll
251,J0257.9-1215,"[2.647768974304199, 2.6325371265411377, 2.5444867610931396, 47.19236755371094, -29.125828314631992, -28.933237120344884, -28.45652653132405, -29.00379417321873, -24.056029084671994, 0.019928105175495148, 0.7020205855369568, 0.34211891889572144, 10.544418334960938, -0.41836860627397837, -0.6776808199537793, -0.7662926766453804, -0.6660307652324585, -0.831397676023726, -0.9999391144950905]",[1],J0257.8-1216,fsrq,J0257.9-1215,fsrq,fsrq,J0257.9-1215,fsrq,J0257.9-1215,fsrq
252,J0258.1+2030,"[2.12661075592041, 1.9613474607467651, 1.3967056274414062, 25.72598648071289, -32.17100693784229, -31.736899767974993, -28.126719341124893, -31.77813982581916, -23.335517365164836, 0.24578595161437988, 0.6618234515190125, 3.042897939682007, 8.888725280761719, -0.9998111598084743, 0.99784135075793, 0.125461987471449, -0.5523958190498482, -0.7107286146325245, -0.6556731397432776]",[1],J0258.0+2030,bll,J0258.1+2030,bll,bll,J0258.1+2030,bll,J0258.1+2030,bll
253,J0259.4+0746,"[2.198148488998413, 2.1220638751983643, 2.0320920944213867, 259.1541442871094, -29.907021216769824, -29.71084036054164, -27.593497358674043, -29.798767006558318, -23.106433471332, 0.06204892322421074, 0.6315116882324219, 3.2022674083709717, 38.127952575683594, 0.8677153803276003, -0.4814281414712089, -0.5998221013603219, -0.5751101927657318, -0.6807668395252655, -0.6902666938436124]",[1],J0259.5+0746,fsrq,J0259.4+0746,fsrq,fsrq,J0259.4+0746,fsrq,J0259.4+0746,fsrq
254,J0301.0-1652,"[2.3143746852874756, 2.282034397125244, 1.9010076522827148, 21.66272735595703, -31.857499956999074, -31.69637055782282, -28.503644863317994, -31.65124128398064, -24.138565911129792, 0.04671233519911766, 0.970130980014801, 0.5020780563354492, 4.576432704925537, 0.022947471925040368, 0.9729299777571251, -0.7291509932221975, -0.4581863417889913, -0.7240282872330149, -0.9993488583555487]",[1],J0301.4-1652,bcu,J0301.0-1652,bcu,bll,J0301.0-1652,bll,J0301.0-1652,bll
255,J0301.6-7155,"[2.538780927658081, 2.4940590858459473, 2.311063051223755, 43.05643081665039, -30.218893748639513, -29.9944316660839, -28.541806156535294, -30.04756347763769, -24.173881619891212, 0.06531107425689697, 0.6058521270751953, 1.2606738805770874, 14.238946914672852, 0.007754863673233468, -0.6002193282402049, -0.6687666242433935, -0.7639534541246176, -0.8964931385309196, -0.9981425708314224]",[1],J0301.8-7157,bcu,J0301.6-7155,fsrq,fsrq,J0301.6-7155,fsrq,J0301.5-7156,fsrq
256,J0301.9-2731,"[2.2933857440948486, 2.191802978515625, 1.8600131273269653, 20.60120391845703, -31.235767654060552, -30.966092422194126, -28.6888486419311, -30.999673990356605, -24.163235142084925, 0.10785920172929764, 0.3836599588394165, 1.3888198137283325, 9.25622272491455, 0.989787618143052, -0.6131076110615266, -0.6195995427365821, -0.5582378521507431, -0.8301020924405432, -0.999902381793748]",[1],J0301.8-2721,bcu,J0301.9-2731,bcu,bcu,J0301.9-2731,bcu,J0301.9-2731,bcu
257,J0303.2+3149,"[2.4007883071899414, 2.3012986183166504, 1.8440709114074707, 7.388322830200195, -31.04492484076627, -30.727738850572454, -28.252208556768938, -30.752425608559413, -23.921478960129548, 0.15962828695774078, 0.0, 1.9832546710968018, 7.4197096824646, 0.7354158604805763, -0.5861446557525635, -0.5983626327724628, -0.7004994897887079, -0.8213452844438556, -0.9999969938427117]",[1],J0303.0+3150,bcu,J0303.2+3149,bcu,bcu,J0303.2+3149,bcu,J0303.2+3149,bcu
258,J0303.3-7913,"[2.466143846511841, 2.438246965408325, 2.241262197494507, 26.011693954467773, -30.594784231284944, -30.413437479215737, -28.38771045930624, -30.43597490697259, -24.028517586865057, 0.032769039273262024, 0.47282928228378296, 0.5949506163597107, 9.927608489990234, -0.26709341549112264, -0.6291942617616838, -0.781665744766888, -0.39458367786040993, -0.8670425131034398, -0.9998782115295559]",[1],J0302.5-7915,fsrq,J0303.3-7913,fsrq,fsrq,J0303.3-7913,fsrq,J0303.3-7913,fsrq
259,J0303.4-2407,"[1.910174012184143, 1.8485527038574219, 1.8295282125473022, 365.38336181640625, -29.88761895472496, -29.768973096254616, -27.15499403286429, -29.847783915151183, -22.840927239880674, 0.03126119449734688, 0.39570868015289307, 3.0297532081604004, 103.37870788574219, -0.12288094275926313, -0.37442298055336043, -0.4850063913321698, -0.4479210528009328, -0.5003314892326847, -0.467586610093545]",[1],J0303.4-2407,BLL,J0303.4-2407,BLL,BLL,J0303.4-2407,BLL,J0303.4-2407,BLL
260,J0303.6+4716,"[2.198780059814453, 2.097484588623047, 2.0090842247009277, 71.19761657714844, -29.942042722278792, -29.732194328512783, -27.5972342653464, -29.821217790332074, -23.10275553500803, 0.0793747752904892, 0.2540399432182312, 4.257111549377441, 49.83732223510742, 0.47826404414783447, -0.4472214147172813, -0.5662853697674617, -0.6012341354344939, -0.7129587949479878, -0.5290457817596794]",[1],J0303.6+4716,bll,J0303.6+4716,bll,bll,J0303.6+4716,bll,J0303.6+4716,bll
261,J0303.6-6211,"[2.4503238201141357, 2.3455073833465576, 2.197091579437256, 153.05511474609375, -29.519705407992237, -29.319177205300676, -28.011383162568606, -29.39852733890167, -23.70481365664152, 0.09502725303173065, 0.5563915371894836, 2.9235832691192627, 31.592830657958984, -0.4756031078790249, -0.5066801227205835, -0.711262877481665, -0.6360267219453696, -0.8487340974308734, -0.999758133321436]",[1],J0303.7-6211,fsrq,J0303.6-6211,fsrq,fsrq,J0303.6-6211,fsrq,J0303.6-6211,fsrq
262,J0304.4-2833,"[1.727044701576233, 1.2086502313613892, 0.3659091889858246, 9.968793869018555, -34.37072783076939, -33.68428936300727, -28.594568477153558, -33.791942563549355, -24.279774125121047, 0.48686516284942627, 0.0, 2.6767630577087402, 8.756134033203125, 0.9989339017843923, 0.9885473661212528, -0.6778037702704057, 0.2164515464584786, -0.46411122676545125, -0.7495095510349739]",[1],J0304.3-2836,bll,J0304.4-2833,bll,bll,J0304.4-2833,bll,J0304.4-2833,bll
