,3fgl,3fgl_features,3fgl_labels
938,J2144.6-5640,"[2.4572343826293945, 3.547664702352091, -29.48189238103581, -27.72578137015124, 0.8384580570084081, -0.6650714011294565]",[1]
939,J2144.6+6606,"[2.4555656909942627, 3.776860994167821, -29.334281986868806, -27.11539931683977, -2.289631273260496, -0.8102857128647963]",[1]
940,J2145.5+1007,"[1.5526955127716064, 3.643436818682873, -33.66855168476011, -27.727631105053735, 0.3901734417008852, -0.15863584524163968]",[1]
941,J2147.2+4730c,"[2.5583720207214355, 3.7018250630383776, -26.60134817556547, -27.21400774796148, 0.6196156300670539, -0.8866281336412885]",[1]
942,J2150.5-1754,"[2.6587038040161133, 4.0900839550310435, -26.199709560844163, -27.71972785127091, -0.12222442231238477, -0.8688150495991062]",[1]
943,J2151.6+4154,"[1.8487628698349, 3.519703987220586, -31.134886609169556, -27.415378209831808, 0.7260253374103892, 0.15160067143398964]",[1]
944,J2153.9+6626,"[2.5261523723602295, 3.5732499978414185, -28.307390110907427, -27.148267731700336, -0.3963221358079996, -0.6428246644755846]",[1]
945,J2200.0-6930,"[2.4756062030792236, 3.71366212672081, -27.622071194230433, -27.752071146005772, -0.4595954129505541, -0.879141236920324]",[1]
946,J2205.9-4704,"[2.913940668106079, 3.7036579980780298, -26.05732161810412, -27.902930295470455, 0.6107896819825817, -0.8500062406575841]",[1]
947,J2206.5+6451,"[2.8362817764282227, 3.549512345547702, -26.121022797935968, -26.987204290512828, 1.7971301815448255, -0.8619043354064434]",[1]
948,J2209.0+3652,"[2.8368382453918457, 3.706288938299242, -25.52377283964745, -27.66603043481989, 0.15753277990323425, -0.797014704198299]",[1]
949,J2209.8-0450,"[1.2660481929779053, 3.8204917634717157, -34.46336843363286, -27.397483105488977, 0.7444239762457192, -0.6113166976431403]",[1]
950,J2210.1+5925,"[2.6232125759124756, 4.0060447217973705, -25.276861690456037, -26.899695946487448, 0.8999305767775956, -0.9137129848106678]",[1]
951,J2210.1+6043,"[2.213353157043457, 3.55041813060174, -31.461156992336043, -26.83680514267608, 0.3415104042819389, -0.49378507611859607]",[1]
952,J2210.2+6509,"[2.4761199951171875, 3.6100188896882943, -29.152911838280236, -26.799031710107528, 0.41796051285551966, -0.8213772333741659]",[1]
953,J2212.5+0703,"[2.0088932514190674, 4.0512638902863305, -26.87837739630031, -27.598738279620665, 1.4282167479112435, -0.806468426929508]",[1]
954,J2215.5+6122,"[2.5291738510131836, 3.66472582026042, -27.47572883851313, -26.78673782280828, 1.1830525354318646, -0.8295926050943445]",[1]
955,J2217.2+6346,"[2.3077080249786377, 3.655392500381679, -29.118291507820906, -26.93636197040779, 0.4034447758657438, -0.7773703520953055]",[1]
956,J2217.8+3207,"[2.38874888420105, 3.4593596765100574, -28.542678436194713, -27.77534012665879, -0.8332488555873528, -0.8372935772696989]",[1]
957,J2220.6-6833,"[2.0112502574920654, 3.916659457251602, -30.640430551224153, -27.97768493120544, 0.13439348522462768, -0.5297675106452373]",[1]
958,J2221.6+6507,"[2.6033120155334473, 4.0178727355075265, -25.819981005249623, -27.086363340166628, 1.568599665581968, -0.8144229026844881]",[1]
959,J2221.7+6318,"[2.531747817993164, 3.654204074584126, -25.688903568140038, -27.117775992595497, 1.8948442191938424, -0.8440291319779349]",[1]
960,J2223.3+0103,"[1.8087090253829956, 3.7275020713268883, -31.541358863043, -27.676744987324547, 0.22471625805418283, -0.45711370246656474]",[1]
961,J2224.4+0351,"[1.5956315994262695, 3.5353790799379077, -33.21300782532402, -27.65484847722759, -0.1997745373106102, 0.09930890354819087]",[1]
962,J2228.5-1636,"[2.5065176486968994, 3.904502118545617, -28.087161535570022, -27.74533686415297, 0.6097353334682807, -0.8226278677153113]",[1]
963,J2229.1+2255,"[2.2391018867492676, 3.789033041604534, -29.768600832165784, -27.79028937740642, -0.23460183888390687, -0.7785125371791276]",[1]
964,J2233.1+6542,"[2.2777016162872314, 3.9606877490188324, -25.174257306930162, -27.089238562532778, 1.6687137354104957, -0.8949854637663582]",[1]
965,J2237.5-8326,"[2.4336938858032227, 3.9682138407870893, -28.803750746628847, -27.211019808959833, 0.5195242908351585, -0.8796640353258389]",[1]
966,J2237.9+6320,"[2.4652469158172607, 3.7657852335947224, -25.26467187168076, -27.324466390011786, 1.483560390328277, -0.8501472986765469]",[1]
967,J2244.6+2503,"[1.9194806814193726, 3.7294577360773706, -31.4701290526501, -27.898670015161176, 0.8058814564771221, -0.1644506063947893]",[1]
968,J2247.2-0004,"[2.1077709197998047, 3.8795272728606083, -28.865474090216082, -27.607673324748585, 0.21853471082248266, -0.6805836915881074]",[1]
969,J2249.3-5943,"[2.174027919769287, 3.6927868341558, -30.78027781742699, -28.153702420517693, -2.113400159237452, -0.7063320606887571]",[1]
970,J2250.3+1747,"[2.7852351665496826, 4.466542209652762, -26.948598600299214, -26.920655734529134, -0.36924446192371757, -0.7799660901917648]",[1]
971,J2250.6+3308,"[2.3544387817382812, 3.6957596655626275, -27.690476916523846, -27.76997182545419, 1.2001088807780487, -0.7288527024894768]",[1]
972,J2253.1-1237,"[2.442333221435547, 3.8309711191698375, -27.779971848375823, -27.83904756974737, 0.9522855425087983, -0.8680569758396149]",[1]
973,J2254.1+6229,"[2.628168821334839, 4.064341454417881, -24.974493732812277, -27.00890182111682, 0.4497930650320323, -0.8699655207688151]",[1]
974,J2254.6+4253,"[2.659317970275879, 3.8584509872488617, -26.034178222668544, -27.57515325721016, 0.5085992502544341, -0.9147303291004911]",[1]
975,J2258.2-3645,"[1.9558732509613037, 3.5245239697965487, -31.03602146129068, -27.937208892724154, -0.07269426025668409, -0.5475251168640678]",[1]
976,J2258.8+2437,"[2.4337446689605713, 3.9557772445656987, -28.580932837293343, -27.6036565126055, -1.100796799019578, -0.7576106362572077]",[1]
977,J2259.9-1553,"[2.112149715423584, 3.7690097199283055, -29.628558327930943, -27.888442728779474, 0.7327718261587365, -0.7810041780603694]",[1]
978,J2300.0+4053,"[1.5139174461364746, 3.590390551983552, -33.89477294659104, -27.682959939754266, -2.4962210920901033, -0.16655033692768378]",[1]
979,J2300.1-3547,"[2.184675693511963, 3.909313037952882, -29.477566845216884, -27.938849614221024, -0.6890957264393917, -0.5262357918824996]",[1]
980,J2303.7+5555,"[1.7508636713027954, 3.6359145282469574, -32.54418688345295, -27.612735978830262, 0.7728339943514027, 0.372356060674378]",[1]
981,J2305.8+1658,"[2.7637691497802734, 4.176193334980494, -27.433870511962084, -27.25771601277102, 0.2895229056598099, -0.8657894081454767]",[1]
982,J2309.0+5428,"[1.6974046230316162, 3.529406964134102, -33.65245569513956, -27.686154191860528, -2.2540171539538787, 0.027513813467398052]",[1]
983,J2310.1-0557,"[1.8367444276809692, 4.078730344425717, -28.334575312652802, -28.207265590687747, 1.6777815278915313, -0.25324565878091276]",[1]
984,J2313.1+3935,"[2.7931740283966064, 4.071988958087876, -25.872457105214945, -27.72740411841972, -0.9402003008045802, -0.8403988427467148]",[1]
985,J2318.6-3829,"[2.3792150020599365, 3.727547121680759, -28.355695720131386, -27.977903469109524, -0.5805990842380228, -0.8381826240067045]",[1]
986,J2321.3+5113,"[2.018815279006958, 3.6683765084098674, -31.66802209242704, -27.77335621377821, -1.1453594834074603, -0.7245964066818942]",[1]
987,J2321.6-1619,"[1.5327802896499634, 3.6604005310486856, -33.567377115493365, -27.83330285750689, -0.00041362255546806834, -0.09458617164815816]",[1]
988,J2323.7+2523,"[2.1403186321258545, 3.925428988668542, -30.311389795323052, -27.883384754263503, -0.6638052053281034, -0.7617172496649142]",[1]
989,J2327.2-4130,"[2.4008121490478516, 3.463833899061419, -29.220417278319594, -27.67363502134826, 0.13578393587345503, -0.8478477877120391]",[1]
990,J2329.8+6102,"[2.060778856277466, 3.638294739608371, -30.938198166170128, -27.265791856676863, -0.7191279874761777, -0.7481190602994641]",[1]
991,J2331.9-1609,"[2.165924549102783, 4.03689006160558, -29.134897085448547, -27.90286284847235, 0.9147219475013068, -0.44513394687020025]",[1]
992,J2333.0-5525,"[2.22139048576355, 3.742545881206555, -28.329433143462513, -27.92033465660337, 0.9286073766452501, -0.8206408745129219]",[1]
993,J2334.4-7948,"[2.6214144229888916, 3.465881327558286, -27.614584267367142, -27.76206671020007, 0.18659929932271013, -0.8307158553944554]",[1]
994,J2335.6-2342,"[2.646980047225952, 3.4800887967820686, -26.80510952080612, -27.844394642285327, -1.0711730257736005, -0.8555793240171179]",[1]
995,J2337.2-8425,"[2.140955686569214, 3.283005326821954, -31.280784182213228, -27.672623945395873, -0.12051429304306342, -0.6852667459360587]",[1]
996,J2337.5+4108,"[2.2260282039642334, 3.5313240099125727, -29.7130728123796, -27.814761667668908, 0.16540164396462498, -0.7361679199496748]",[1]
997,J2338.7+0251,"[2.5788371562957764, 3.9820835237369807, -27.219487462624215, -27.78109832135632, 0.5668396692740366, -0.903316943630941]",[1]
998,J2340.7+3847,"[1.918837308883667, 3.7135928147205353, -32.0314815760536, -27.830592725386005, 0.065945184416062, -0.6382831660294916]",[1]
999,J2343.0-4748,"[2.1603219509124756, 3.6353254057523414, -28.76245114187948, -27.86315151105206, 0.6399355886835121, -0.7658371232216229]",[1]
1000,J2344.9-5647,"[2.695899486541748, 4.085685712213618, -26.599836705015196, -27.967815709276724, 0.18064072451530339, -0.9114302265015602]",[1]
1001,J2351.9-7601,"[1.690577745437622, 3.575666789908256, -32.209677707976475, -27.676491022931078, -0.4311069794443097, -0.20462908638039168]",[1]
1002,J2353.3+6639,"[2.456885814666748, 3.6329543452258153, -25.42003284783307, -27.31047840252468, 1.891449963257184, -0.7863665462174889]",[1]
1003,J2354.0+2722,"[2.1548080444335938, 3.7012454584819503, -30.48027681718584, -27.99466162376582, 0.13656636599389158, -0.7320351293123963]",[1]
1004,J2354.4-6612,"[2.3129382133483887, 3.766654689873036, -28.631244005726984, -28.00677279788474, 0.3832341311611677, -0.8273529964293396]",[1]
1005,J2354.8-5245,"[2.4079549312591553, 3.9304567907267836, -28.92377768854978, -27.629747018596554, 1.1957005586041243, -0.8851330904148238]",[1]
1006,J2355.4+6939,"[2.5448639392852783, 3.72755813164193, -28.04269471027718, -27.16131814447649, 0.21121180280106497, -0.7486934019230878]",[1]
1007,J2356.9+6812,"[2.6314733028411865, 3.8606191991778056, -27.114022255879227, -26.7998127927311, 0.30551406348224186, -0.8877708794217625]",[1]
1008,J2358.5+3827,"[2.0776443481445312, 3.957204647896984, -30.6645778163434, -27.724759661617156, -0.3837281555450534, -0.03741610928229542]",[1]
1009,J2358.6-1809,"[1.8166555166244507, 3.8877845457524653, -31.492903248644858, -27.766112005248672, 0.6478933760369787, -0.5828519754140451]",[1]
